Geneid	gene_name	SRR3655801	SRR3655798	SRR3655791	SRR3655799	SRR3655795	SRR3655793	SRR3655797	SRR3655792	SRR3655794	SRR3655800	SRR3655802	SRR3655796
coro2ba_1	NA	0	0	0	1	0	0	0	0	1	0	0	0
map2k5_1	NA	0	0	0	1	0	0	0	0	0	0	0	0
smad3a_1	NA	29	93	8	71	27	45	93	33	99	188	77	73
smad6a_1	NA	10	8	2	12	7	1	8	6	5	26	23	14
crybgx_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
lctla_1	NA	0	0	0	1	0	0	0	0	0	1	0	0
tipin_1	NA	19	20	5	24	3	9	20	9	21	86	52	4
dis3l_1	NA	36	42	9	52	20	27	42	37	87	145	102	46
si:ch211-98n17.5_1	NA	0	5	0	2	1	2	5	1	6	4	0	3
fibinb_1	NA	5	66	2	11	5	4	66	2	9	30	24	18
bbox1_1	NA	0	0	0	0	0	0	0	0	0	0	0	1
madd_1	NA	17	40	2	31	20	16	40	3	36	79	22	36
plekhg4_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-148a17.5_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-148a17.6_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
esrp2_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
nfatc3a_1	NA	3	5	1	3	6	3	5	2	13	14	4	18
ddx28_1	NA	9	29	9	16	26	7	29	18	36	26	26	39
galr1b_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
zgc:112160_1	NA	4	0	2	0	2	0	0	8	0	4	9	5
zgc:136461_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
ctrb1_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
agrp_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
atp6v0d1_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
fto_1	NA	3	7	1	1	1	2	7	1	6	10	5	3
LOC100147899	NA	0	1	0	0	0	0	1	0	0	0	0	0
aktip_1	NA	134	142	112	185	93	159	142	286	382	444	420	258
chd9_1	NA	11	57	37	28	24	19	57	76	48	56	31	39
LOC103911399_1	NA	1	18	12	9	3	3	18	33	13	26	1	7
LOC101885708_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC108190690_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
tox3_1	NA	5	0	5	2	0	0	0	6	3	4	13	2
LOC110438784	NA	0	0	0	0	0	0	0	0	0	2	2	0
sall1a_1	NA	1	2	0	0	0	0	2	0	0	0	0	0
ncapg2_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
ptprn2_1	NA	0	0	0	0	0	1	0	2	0	0	0	0
mir153a_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
dnajb6b_1	NA	1	4	0	3	0	1	4	0	0	1	1	0
ube3c_1	NA	8	16	3	5	0	4	16	2	2	1	2	0
mnx1_1	NA	1	0	0	0	0	0	0	0	0	0	0	0
nom1_1	NA	1	0	0	2	1	0	0	1	3	0	0	0
lmbr1_1	NA	14	10	11	19	6	6	10	22	20	56	19	19
rnf32_1	NA	3	3	0	7	1	0	3	3	1	6	1	1
shha_1	NA	13	7	4	24	6	5	7	7	7	51	44	4
si:ch211-150e22.5_1	NA	87	71	74	109	87	92	71	201	197	298	218	194
si:dkey-151p11.2_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
en2a_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
insig1_1	NA	11	11	24	11	15	8	11	25	6	3	2	6
itfg1_1	NA	14	13	3	15	5	4	13	7	13	43	34	6
phkb_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
bean1_1	NA	0	0	0	0	0	0	0	0	0	4	0	0
si:ch211-189a15.5_1	NA	155	127	79	207	81	95	127	192	207	524	417	232
tk2_1	NA	13	18	6	8	10	8	18	17	10	15	32	19
cklf_1	NA	8	21	0	8	0	1	21	1	2	23	19	2
cmtm3_1	NA	6	22	2	15	1	0	22	3	4	27	30	2
cmtm4_1	NA	3	9	2	11	1	3	9	3	4	15	9	13
LOC103911411_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
dync1li2_1	NA	7	8	8	0	10	0	8	5	8	1	1	4
LOC101886185_1	NA	0	0	0	1	0	0	0	0	0	0	0	0
si:dkey-56m19.5_1	NA	16	5	1	8	3	3	5	2	1	12	7	1
LOC108190699_1	NA	5	82	3	2	5	11	83	1	12	1	3	2
nae1_1	NA	3	0	2	5	4	3	0	2	6	2	5	5
ca7_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
cdh16_2	NA	0	0	0	0	0	0	0	2	0	0	0	3
LOC108190803	NA	0	1	0	0	0	0	1	0	0	1	1	0
rrad_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
fam96b_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438785	NA	4	6	1	2	0	1	6	7	0	4	23	5
LOC110438786	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886657	NA	0	3	0	0	2	4	3	0	1	0	1	5
shcbp1_1	NA	1	0	0	0	0	0	0	0	0	0	0	0
si:ch73-226i7.1_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC108190704_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
pop4_1	NA	0	0	0	1	0	0	0	0	0	0	0	0
plekhf1_1	NA	0	9	0	1	1	0	9	0	0	2	0	0
si:ch211-260e23.7_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
zgc:101715_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch211-260e23.8_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch211-260e23.9_1	NA	0	0	0	0	1	0	0	0	0	0	0	0
zgc:162297_1	NA	1	2	0	2	0	0	2	1	1	2	1	2
ccne1_1	NA	4	2	5	2	0	1	2	4	2	10	15	4
znf536_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
tshz3b_1	NA	3	2	4	2	3	3	2	8	4	12	10	7
LOC103911415	NA	0	0	0	0	1	0	0	0	0	0	0	1
LOC100148115_1	NA	0	0	8	4	26	20	0	4	66	4	1	62
si:dkey-286h2.7_1	NA	0	0	50	0	64	40	0	91	87	0	0	138
si:dkey-286h2.3_1	NA	1	4	78	4	14	82	4	221	174	15	1	40
si:dkey-286h2.5_1	NA	1	12	16	12	3	4	12	43	7	19	0	9
zgc:77041_1	NA	0	1	2	6	20	15	1	0	31	21	4	52
LOC110438787	NA	1	0	0	0	0	0	0	0	0	0	0	0
LOC101886939	NA	0	0	0	0	0	0	0	0	0	0	0	0
katnb1_1	NA	0	2	1	0	0	0	2	2	0	3	0	0
galns_1	NA	0	0	0	0	0	1	0	0	0	0	0	0
trappc2l_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
pabpn1l_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
cbfa2t3_1	NA	3	3	0	1	0	2	3	2	2	1	2	3
LOC110438789	NA	0	1	0	0	0	0	1	0	0	0	0	3
LOC110438790	NA	0	0	0	2	0	0	0	0	0	1	0	1
LOC108181214	NA	0	1	0	0	2	0	1	0	0	0	0	0
LOC110438791	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438788	NA	1	4	0	0	1	0	4	0	1	0	4	2
acsf3_1	NA	59	8	38	32	12	39	8	72	96	104	146	54
cdh15_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
spg7_1	NA	4	1	2	6	2	2	1	0	0	0	1	1
tead1b_1	NA	0	1	0	0	0	0	1	0	1	0	0	0
rassf10b_1	NA	0	0	0	0	0	0	0	0	0	0	0	1
LOC101883932_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
arntl1b_1	NA	42	28	14	60	6	11	28	26	35	138	89	35
btbd10b_1	NA	283	227	65	181	64	73	227	134	159	430	748	147
pth1b_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC108190816_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC103911447_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
osbpl9_1	NA	0	0	0	1	0	0	0	2	0	1	1	1
si:ch211-198n5.11_1	NA	2	0	1	1	0	1	0	1	0	7	0	0
rpe65b_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
rpe65c_1	NA	1	0	0	1	1	0	0	0	1	2	1	0
depdc1a_1	NA	23	10	1	8	1	5	10	1	6	19	67	0
smim15_1	NA	146	81	101	96	50	30	81	262	57	255	416	87
ndufaf2_1	NA	56	36	24	59	17	30	36	80	57	118	113	40
ercc8_1	NA	59	20	31	33	22	32	20	96	74	94	155	61
elovl7a_1	NA	2	3	0	4	3	0	3	0	4	6	4	3
LOC101883916_1	NA	0	0	0	1	0	0	0	1	1	0	0	0
skia_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch73-70k4.1_1	NA	1	1	0	2	0	1	1	1	3	1	1	0
prkcz_1	NA	3	5	10	5	2	3	5	14	10	13	8	11
si:ch211-150o23.3_1	NA	29	32	15	13	8	10	32	48	29	52	62	29
si:ch211-150o23.2_1	NA	7	25	12	10	5	2	25	24	12	20	26	14
st6galnac5b_1	NA	11	13	31	57	13	102	13	88	283	169	31	37
slc44a5b_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
sh3gl1b_1	NA	1	3	3	2	1	3	3	3	0	4	2	2
rorca_1	NA	3	0	3	4	5	2	0	0	0	0	0	0
sema6bb_1	NA	0	2	0	1	0	1	2	0	0	3	5	0
abhd17ab_1	NA	110	128	47	144	38	68	128	145	172	373	314	102
zgc:77486_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:rp71-61h23.4_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
rgl1_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
zgc:101100_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
csnk1g2b_1	NA	6	165	63	88	5	45	165	180	111	209	8	2
mfsd12b_1	NA	1	9	7	36	0	5	9	22	11	139	0	0
nfic_1	NA	7	8	12	4	4	13	8	4	17	5	5	1
LOC110438793	NA	0	0	0	0	0	0	0	0	2	0	0	1
si:ch211-133l5.7_1	NA	44	19	68	39	61	131	19	73	46	11	11	11
LOC100535624_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
dohh_1	NA	4	2	2	2	0	2	2	1	2	1	1	2
LOC100005423_1	NA	1	0	0	0	0	0	0	0	0	2	0	1
fzr1a_1	NA	0	1	0	1	0	0	1	0	0	1	0	0
si:dkeyp-82a1.1_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC108179094_1	NA	5	8	4	1	1	2	8	0	1	11	7	3
LOC110438794	NA	144	161	64	248	40	44	161	174	150	654	425	123
LOC108179096_1	NA	28	74	61	62	24	10	74	130	27	120	89	31
si:dkeyp-82a1.6_1	NA	217	193	71	143	59	63	193	155	213	398	584	162
zgc:112962_1	NA	806	536	511	518	411	575	536	1374	1496	1451	2266	1161
aldh9a1a.2_1	NA	75	17	173	147	179	61	17	382	178	380	184	352
aldh9a1a.1_1	NA	563	224	2842	898	1971	633	224	7235	1459	2212	1435	4733
tmco1_1	NA	19	8	64	9	6	27	8	116	79	16	41	26
uck2a_1	NA	80	103	18	70	22	29	103	43	79	198	187	53
magoh_1	NA	72	62	1	41	24	27	62	0	79	93	166	69
cpt2_1	NA	196	54	81	136	77	122	54	207	345	372	568	203
porcn_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
spryd4_1	NA	39	21	41	42	40	38	21	112	128	90	115	95
gls2a_1	NA	1	30	0	1	4	2	30	2	6	8	0	8
col2a1a_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
cry1ba_1	NA	10	2	7	22	5	12	2	1	6	8	7	3
cry1ba_2	NA	18	7	9	17	8	12	7	6	3	3	3	5
itpr3_1	NA	11	4	4	11	5	2	4	4	4	12	9	6
gpr37l1b_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
alas2_1	NA	1	2	0	1	0	2	2	0	0	0	1	0
ela2l_1	NA	32	3	60	20	198	4	3	18	10	23	83	258
ela2_1	NA	44	6	59	7	69	5	6	20	3	8	23	42
fhad1_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101883956_1	NA	0	0	0	0	0	0	0	0	0	1	0	0
nphp4_1	NA	2	1	1	0	0	0	1	2	2	1	3	1
pdzd4_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC560461_1	NA	0	0	0	0	1	0	0	0	0	0	0	0
LOC110438795	NA	0	0	0	0	0	1	0	1	0	1	0	0
magixa_1	NA	0	7	20	12	4	24	7	65	72	35	2	22
cacna1fb_1	NA	0	0	0	0	0	0	0	1	0	0	0	0
rpl10a_1	NA	119	109	205	120	249	184	109	1789	54	1810	28	43
si:ch211-163l21.11_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch211-163l21.4_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
zgc:195245_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch211-163l21.7_1	NA	0	1	0	0	1	0	1	0	0	0	0	0
si:ch211-163l21.8_1	NA	23	31	0	36	0	32	31	0	83	54	83	1
si:ch211-163l21.10_1	NA	0	7	0	0	0	0	7	0	1	1	1	0
mapk14a_1	NA	41	32	7	51	3	77	32	1	209	119	98	1
srpk1a_1	NA	18	30	52	37	34	58	30	111	124	86	81	85
lhfpl5b_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
cpne5a_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438796	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC796922_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101882809_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC108190948_1	NA	0	0	0	0	0	0	0	0	0	1	0	0
LOC568866_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC108190957_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC108190952	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC796257_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438799	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101882978_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC795526_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC795662_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438798	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438800	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101883541_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101883499_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101884372	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438804_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438803_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438802	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438801_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC568680_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148399_1	NA	2	116	2	13	1	2	116	4	1	25	7	4
prok1_1	NA	0	0	0	0	0	0	0	1	0	1	0	0
lamtor5_1	NA	42	228	35	58	15	29	228	90	94	120	89	89
slc16a4_1	NA	1	13	0	7	1	1	13	0	0	16	4	2
LOC101884680_1	NA	5	7	6	7	5	8	7	18	8	13	20	11
rbm15_1	NA	12	39	31	32	46	27	39	86	73	91	21	105
alx3_1	NA	0	0	0	1	0	1	0	0	2	4	4	0
slc6a17_1	NA	0	3	0	2	0	0	3	1	1	2	1	3
kcnc4_1	NA	1	0	1	1	2	0	0	3	2	2	1	5
amt_1	NA	1	0	1	4	3	6	0	1	1	1	2	4
ifrd2_1	NA	1	1	0	1	3	0	1	0	2	1	1	2
zgc:136971_1	NA	0	0	0	0	1	0	0	1	0	0	0	0
sema3bl_1	NA	12	25	34	30	26	17	25	84	32	73	9	54
LOC103911469	NA	0	1	0	0	0	0	1	1	0	0	0	0
sema3b_1	NA	51	35	132	56	66	80	35	356	163	181	132	159
tmem51a_1	NA	89	50	20	174	20	12	50	53	49	397	219	41
si:dkey-159f12.2_1	NA	3	159	157	27	347	181	159	375	441	36	12	757
kazna_1	NA	5	18	13	15	11	10	18	23	21	29	11	40
si:ch211-156j16.1_1	NA	30	140	36	47	55	15	140	78	50	104	59	127
prdm2a_1	NA	1	1	6	1	3	0	1	16	2	5	4	7
rimkla_1	NA	22	192	10	31	19	18	192	27	40	123	68	42
zymnd12_1	NA	0	0	0	0	0	0	0	0	0	1	0	0
slc16a1b_1	NA	5	5	2	3	3	4	5	2	3	2	0	2
LOC103911509	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_151	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-agg_306	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-uug_103	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_152	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-uug_104	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-uug_105	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_153	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-uug_106	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_154	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-uug_107	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_155	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-agg_307	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-uug_108	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_156	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-uug_109	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_157	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-agg_308	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-uug_110	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_158	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-uug_111	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_159	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-uug_112	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_160	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-uug_113	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_161	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-agg_309	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_162	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-uug_114	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_163	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-agg_310	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-uug_115	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_164	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-uug_116	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_165	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-agg_311	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_166	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-agg_312	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-uug_117	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_167	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-agg_313	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-uug_118	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_168	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-agg_314	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-uug_119	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_169	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_170	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-uug_120	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_171	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-agg_315	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-uug_121	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_172	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-agg_316	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_173	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-uug_122	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_174	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-uug_123	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_175	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-uug_124	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_176	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-uug_125	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_177	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-agg_317	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-uug_126	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_178	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC108191033	NA	0	0	0	0	0	0	0	0	0	1	0	0
si:ch211-254n4.3_1	NA	0	0	0	0	0	1	0	0	0	5	0	1
rhocb_1	NA	100	244	129	185	121	127	244	357	383	551	303	329
mov10b.2_1	NA	26	170	28	102	44	28	170	120	64	262	61	103
mov10b.1_1	NA	76	1223	347	251	275	234	1223	935	573	664	168	618
LOC110438805	NA	0	0	0	0	0	0	0	0	0	0	0	0
wnt2bb_1	NA	5	4	12	6	10	9	4	23	24	14	11	13
capza1b_1	NA	463	717	409	510	426	364	717	1072	1166	1314	1442	1073
cttnbp2nlb_1	NA	6	17	33	21	14	21	17	78	34	42	33	47
mc3r_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
slc13a3_1	NA	18	7	0	10	1	0	7	0	0	30	59	1
ocstamp_1	NA	3	191	4	4	3	4	191	3	13	11	6	8
ccser1_1	NA	13	6	12	14	12	3	6	20	31	29	19	16
grid2_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
grid2_2	NA	0	0	0	0	0	0	0	0	0	0	0	0
atoh1a_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
smarcad1a_1	NA	1	2	1	3	1	3	2	1	0	1	1	0
mpeg1.3_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
hsd17b3_1	NA	1	0	0	0	1	0	0	0	0	0	0	0
ercc6l2_1	NA	0	0	0	0	0	0	0	0	0	0	2	0
ptch1_1	NA	20	8	49	28	35	38	8	114	88	61	69	78
fancc_1	NA	6	1	0	1	0	1	1	0	6	5	7	1
mir24-3_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
mir27b_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
zgc:162939_1	NA	3	1	0	2	0	0	1	0	1	1	1	7
cbwd_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
foxd5_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
pgm5_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-91m11.5_1	NA	5	23	2	6	4	2	23	10	3	14	10	9
specc1la_1	NA	28	90	40	51	49	38	90	81	84	97	52	167
adora2aa_1	NA	5	6	10	7	4	3	6	13	7	18	16	9
c8h22orf15_1	NA	0	0	0	0	0	0	0	0	2	0	1	0
upb1_1	NA	14	13	1	14	2	2	13	5	2	36	22	2
gucd1_1	NA	4	7	0	3	4	1	7	1	1	2	1	4
snrpd3_1	NA	2	0	1	1	0	1	0	0	0	1	0	0
p2rx4b_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
p2rx4b_2	NA	1	0	0	0	0	1	0	0	0	0	2	0
p2rx7_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886486_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886427_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
tas2r200.2_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
tas2r200.1_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
gstt1a_1	NA	1	1	0	0	0	0	1	0	0	2	0	0
mmp11a_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886700_1	NA	1	1	1	0	0	1	1	0	1	0	5	0
derl3_1	NA	36	97	77	35	20	55	97	254	109	75	93	71
smarcb1a_1	NA	121	128	89	112	34	51	128	235	119	312	362	52
si:ch211-251j10.3_1	NA	1	12	13	13	30	22	12	23	52	35	8	59
ptgesl_1	NA	3	5	5	4	4	5	5	5	7	8	8	6
odf2b_1	NA	0	0	0	2	2	0	0	0	1	2	6	1
snrnp200_1	NA	14	5	3	8	7	5	5	5	2	0	6	1
slc20a1a_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
vgll4l_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
syn1_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC100536206_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC100331417_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
unm_hu7912_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
gadd45ga_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
creb3l3l_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
nim1k_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
znf131_1	NA	1	2	1	1	0	2	2	0	0	0	0	1
LOC101887121_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101887043_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
sepp1a_1	NA	8001	5211	35403	10379	25563	20126	5211	93139	51720	25826	20364	63789
ghra_1	NA	1	3	8	6	4	6	3	18	10	18	16	19
fbxo4_1	NA	0	2	1	0	1	0	2	1	1	1	2	0
trnav-aac_243	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_109	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_233	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-aac_244	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_110	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_111	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_234	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-aac_245	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_112	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_113	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_235	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-aac_246	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_114	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_115	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_116	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_117	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_118	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_236	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-aac_247	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_119	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_237	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-aac_248	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_120	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_121	NA	0	0	0	0	0	0	0	0	0	0	0	0
