isoform	gene	length
transcript:AT5G15030.1	AT5G15030	588
transcript:AT5G15040.1	AT5G15040	608
transcript:AT5G15040.2	AT5G15040	693
transcript:AT5G15040.3	AT5G15040	431
transcript:AT5G15050.1	AT5G15050	1823
transcript:AT5G15060.1	AT5G15060	1171
transcript:AT5G15070.3	AT5G15070	3846
transcript:AT5G15070.4	AT5G15070	3739
transcript:AT5G15070.1	AT5G15070	3561
transcript:AT5G15070.5	AT5G15070	3579
transcript:AT5G15070.2	AT5G15070	3384
transcript:AT5G15070.6	AT5G15070	2809
transcript:AT5G15070.7	AT5G15070	2889
transcript:AT5G15080.1	AT5G15080	2129
transcript:AT5G15090.2	AT5G15090	1364
transcript:AT5G15090.1	AT5G15090	1357
transcript:AT5G15100.1	AT5G15100	1423
transcript:AT5G15110.1	AT5G15110	1919
transcript:AT5G15120.1	AT5G15120	1438
transcript:AT5G15130.1	AT5G15130	1998
transcript:AT5G15130.2	AT5G15130	1809
transcript:AT5G15140.1	AT5G15140	1758
transcript:AT5G15150.1	AT5G15150	1564
transcript:AT5G02335.1	AT5G02335	404
transcript:AT5G15160.1	AT5G15160	788
transcript:AT5G15170.1	AT5G15170	2463
transcript:AT5G15175.1	AT5G15175	74
transcript:ENSRNA049492628-T1	ENSRNA049492628	74
transcript:AT5G15180.1	AT5G15180	1321
transcript:AT5G15190.1	AT5G15190	913
transcript:AT5G15190.2	AT5G15190	830
transcript:AT5G15200.1	AT5G15200	1006
transcript:AT5G15200.2	AT5G15200	857
transcript:AT5G15210.1	AT5G15210	1743
transcript:AT5G15220.2	AT5G15220	1220
transcript:AT5G15220.1	AT5G15220	1111
transcript:AT5G02345.1	AT5G02345	239
transcript:AT5G15230.1	AT5G15230	796
transcript:AT5G15230.2	AT5G15230	667
transcript:AT5G15240.1	AT5G15240	1691
transcript:AT5G15240.2	AT5G15240	1166
transcript:AT5G15240.3	AT5G15240	1785
transcript:AT5G15250.2	AT5G15250	2210
transcript:AT5G15250.1	AT5G15250	2067
transcript:AT5G15260.2	AT5G15260	1588
transcript:AT5G15260.1	AT5G15260	1518
transcript:AT5G15265.1	AT5G15265	634
transcript:AT5G15265.2	AT5G15265	608
transcript:AT5G15270.1	AT5G15270	2769
transcript:AT5G15270.2	AT5G15270	2929
transcript:AT5G15270.3	AT5G15270	1827
transcript:AT5G15280.1	AT5G15280	4022
transcript:AT5G15290.1	AT5G15290	893
transcript:AT5G15300.1	AT5G15300	1957
transcript:AT5G02355.1	AT5G02355	205
transcript:AT5G02365.1	AT5G02365	344
transcript:AT5G02375.1	AT5G02375	245
transcript:AT5G02395.1	AT5G02395	282
transcript:AT5G15310.2	AT5G15310	1292
transcript:AT5G15310.4	AT5G15310	1472
transcript:AT5G15310.1	AT5G15310	1568
transcript:AT5G15310.3	AT5G15310	1650
transcript:AT5G15320.1	AT5G15320	757
transcript:AT5G15320.2	AT5G15320	487
transcript:AT5G15330.2	AT5G15330	1366
transcript:AT5G15330.1	AT5G15330	1318
transcript:AT5G15340.1	AT5G15340	2126
transcript:AT5G15350.1	AT5G15350	1007
transcript:AT5G15360.1	AT5G15360	762
transcript:AT5G02405.1	AT5G02405	329
transcript:AT5G15380.1	AT5G15380	1973
transcript:AT5G15390.1	AT5G15390	1482
transcript:AT5G15390.2	AT5G15390	1487
transcript:AT5G15400.1	AT5G15400	3738
transcript:AT5G15410.1	AT5G15410	2534
transcript:AT5G15410.2	AT5G15410	2573
transcript:AT5G15420.1	AT5G15420	605
transcript:AT5G15430.1	AT5G15430	1859
transcript:AT5G15430.2	AT5G15430	1862
transcript:AT5G15440.1	AT5G15440	1407
transcript:AT5G02415.1	AT5G02415	769
transcript:AT5G15450.1	AT5G15450	3186
transcript:AT5G15460.1	AT5G15460	1463
transcript:AT5G15460.2	AT5G15460	1127
transcript:AT5G15460.3	AT5G15460	808
transcript:AT5G15460.4	AT5G15460	766
transcript:AT5G15470.1	AT5G15470	2673
transcript:AT5G15480.1	AT5G15480	1209
transcript:AT5G15490.1	AT5G15490	1833
transcript:AT5G15500.1	AT5G15500	1893
transcript:AT5G15500.2	AT5G15500	1614
transcript:AT5G15510.1	AT5G15510	1891
transcript:AT5G15510.3	AT5G15510	1902
transcript:AT5G15510.4	AT5G15510	2070
transcript:AT5G15510.2	AT5G15510	1882
transcript:AT5G15520.1	AT5G15520	1271
transcript:AT5G15530.1	AT5G15530	1563
transcript:AT5G15533.1	AT5G15533	117
transcript:AT5G15537.2	AT5G15537	1776
transcript:AT5G15537.1	AT5G15537	1928
transcript:AT5G02425.1	AT5G02425	678
transcript:AT5G15540.1	AT5G15540	6168
transcript:AT5G15540.2	AT5G15540	5535
transcript:AT5G15550.3	AT5G15550	1773
transcript:AT5G15550.1	AT5G15550	1681
transcript:AT5G15550.2	AT5G15550	1571
transcript:AT5G15560.1	AT5G15560	720
transcript:AT5G15570.1	AT5G15570	1753
transcript:AT5G15580.1	AT5G15580	3604
transcript:AT5G15581.1	AT5G15581	216
transcript:AT5G15600.1	AT5G15600	945
transcript:AT5G15600.2	AT5G15600	743
transcript:AT5G15610.1	AT5G15610	1755
transcript:AT5G15610.2	AT5G15610	1679
transcript:AT5G15620.1	AT5G15620	1468
transcript:AT5G15630.1	AT5G15630	1880
transcript:AT5G15630.2	AT5G15630	1946
transcript:AT5G15630.3	AT5G15630	1855
transcript:AT5G15630.4	AT5G15630	1837
transcript:AT5G15630.5	AT5G15630	1208
transcript:AT5G15640.1	AT5G15640	1713
transcript:AT5G15640.2	AT5G15640	1924
transcript:AT5G15650.1	AT5G15650	2355
transcript:AT5G15660.1	AT5G15660	1317
transcript:AT5G15670.1	AT5G15670	645
transcript:AT5G15680.1	AT5G15680	6942
transcript:AT5G15685.1	AT5G15685	1482
transcript:AT5G15690.1	AT5G15690	585
transcript:AT5G15700.1	AT5G15700	4300
transcript:AT5G15700.2	AT5G15700	3659
transcript:AT5G15710.2	AT5G15710	2040
transcript:AT5G15710.1	AT5G15710	1993
transcript:AT5G15720.2	AT5G15720	1641
transcript:AT5G15720.3	AT5G15720	1637
transcript:AT5G15720.1	AT5G15720	1585
transcript:AT5G15725.1	AT5G15725	595
transcript:AT5G15730.2	AT5G15730	1790
transcript:AT5G15730.1	AT5G15730	1650
transcript:AT5G15730.3	AT5G15730	1941
transcript:AT5G15740.1	AT5G15740	2559
transcript:AT5G15745.1	AT5G15745	192
transcript:AT5G15750.1	AT5G15750	993
transcript:AT5G15760.1	AT5G15760	1363
transcript:AT5G15770.1	AT5G15770	490
transcript:AT5G15780.1	AT5G15780	1636
transcript:AT5G15790.3	AT5G15790	1777
transcript:AT5G15790.4	AT5G15790	1284
transcript:AT5G15790.2	AT5G15790	1660
transcript:AT5G15790.5	AT5G15790	1667
transcript:AT5G15790.1	AT5G15790	1551
transcript:AT5G02445.1	AT5G02445	194
transcript:AT5G15800.1	AT5G15800	1413
transcript:AT5G15800.2	AT5G15800	1535
transcript:AT5G02455.1	AT5G02455	449
transcript:AT5G15802.1	AT5G15802	659
transcript:AT5G15805.1	AT5G15805	74
transcript:ENSRNA049492629-T1	ENSRNA049492629	74
transcript:AT5G15810.1	AT5G15810	2275
transcript:AT5G15815.1	AT5G15815	72
transcript:ENSRNA049492630-T1	ENSRNA049492630	72
transcript:AT5G15820.1	AT5G15820	1472
transcript:AT5G15830.1	AT5G15830	1172
transcript:AT5G02465.1	AT5G02465	209
transcript:at5g15833	AT5G15833	142
transcript:ENSRNA049758102-T1	ENSRNA049758102	142
transcript:AT5G15840.1	AT5G15840	2691
transcript:AT5G15840.2	AT5G15840	1901
transcript:AT5G15843.1	AT5G15843	738
transcript:AT5G15845.1	AT5G15845	2672
transcript:AT5G15845.2	AT5G15845	2248
transcript:AT5G15845.3	AT5G15845	3088
transcript:AT5G15845.4	AT5G15845	3138
transcript:AT5G15845.5	AT5G15845	3226
transcript:AT5G15850.1	AT5G15850	1698
transcript:AT5G15853.1	AT5G15853	289
transcript:AT5G15860.1	AT5G15860	2301
transcript:AT5G15860.2	AT5G15860	1715
transcript:AT5G15870.1	AT5G15870	2582
transcript:AT5G15880.1	AT5G15880	1429
transcript:AT5G15890.1	AT5G15890	1681
transcript:AT5G15900.2	AT5G15900	1535
transcript:AT5G15900.1	AT5G15900	1361
transcript:AT5G15910.1	AT5G15910	1369
transcript:AT5G15910.2	AT5G15910	1111
transcript:AT5G15920.1	AT5G15920	3507
transcript:AT5G15930.1	AT5G15930	1529
transcript:AT5G15940.2	AT5G15940	1487
transcript:AT5G15940.4	AT5G15940	1122
transcript:AT5G15940.3	AT5G15940	1368
transcript:AT5G15940.1	AT5G15940	1255
transcript:AT5G15950.1	AT5G15950	1750
transcript:AT5G15950.2	AT5G15950	1881
transcript:AT5G15960.1	AT5G15960	829
transcript:AT5G15970.1	AT5G15970	750
transcript:AT5G15980.1	AT5G15980	2613
transcript:AT5G02485.1	AT5G02485	369
transcript:AT5G16000.1	AT5G16000	2532
transcript:AT5G16010.1	AT5G16010	1147
transcript:AT5G16020.1	AT5G16020	2175
transcript:AT5G16023.1	AT5G16023	505
transcript:AT5G02495.1	AT5G02495	246
transcript:AT5G16030.1	AT5G16030	1462
transcript:AT5G16030.4	AT5G16030	967
transcript:AT5G16030.2	AT5G16030	1256
transcript:AT5G16030.3	AT5G16030	1278
transcript:AT5G16030.5	AT5G16030	851
transcript:AT5G02515.1	AT5G02515	1063
transcript:AT5G16040.1	AT5G16040	1541
transcript:AT5G16040.2	AT5G16040	1124
transcript:AT5G16050.1	AT5G16050	1370
transcript:AT5G16050.2	AT5G16050	1409
transcript:AT5G16060.1	AT5G16060	602
transcript:AT5G16070.1	AT5G16070	1932
transcript:AT5G16080.1	AT5G16080	1540
transcript:AT5G16090.1	AT5G16090	637
transcript:AT5G16100.2	AT5G16100	1700
transcript:AT5G16100.1	AT5G16100	1074
transcript:AT5G16110.1	AT5G16110	1556
transcript:AT5G16120.3	AT5G16120	1382
transcript:AT5G16120.1	AT5G16120	1823
transcript:AT5G16120.4	AT5G16120	1590
transcript:AT5G16120.2	AT5G16120	1475
transcript:AT5G16130.1	AT5G16130	989
transcript:AT5G16140.1	AT5G16140	1003
transcript:AT5G16140.2	AT5G16140	1204
transcript:AT5G16150.2	AT5G16150	1965
transcript:AT5G16150.1	AT5G16150	1880
transcript:AT5G16150.3	AT5G16150	2052
transcript:AT5G16160.1	AT5G16160	587
transcript:AT5G16170.1	AT5G16170	1445
transcript:AT5G16180.1	AT5G16180	2367
transcript:AT5G16180.2	AT5G16180	2458
transcript:AT5G16190.2	AT5G16190	2170
transcript:AT5G16190.3	AT5G16190	2097
transcript:AT5G16190.4	AT5G16190	2132
transcript:AT5G16190.1	AT5G16190	1445
transcript:AT5G16200.1	AT5G16200	1106
transcript:AT5G16200.2	AT5G16200	762
transcript:AT5G16210.1	AT5G16210	4236
transcript:AT5G16220.1	AT5G16220	1986
transcript:AT5G16230.1	AT5G16230	1839
transcript:AT5G16230.2	AT5G16230	1102
transcript:AT5G16235.1	AT5G16235	1236
transcript:AT5G16235.2	AT5G16235	1443
transcript:AT5G16240.1	AT5G16240	1748
transcript:AT5G16250.1	AT5G16250	900
transcript:AT5G16260.1	AT5G16260	2120
transcript:AT5G16270.1	AT5G16270	3795
transcript:AT5G16280.1	AT5G16280	4412
transcript:AT5G16280.2	AT5G16280	4409
transcript:AT5G16285.1	AT5G16285	273
transcript:AT5G16290.1	AT5G16290	1858
transcript:AT5G16290.2	AT5G16290	1821
transcript:AT5G16300.1	AT5G16300	3677
transcript:AT5G16300.4	AT5G16300	3297
transcript:AT5G16300.3	AT5G16300	3168
transcript:AT5G16300.2	AT5G16300	3332
transcript:AT5G16310.1	AT5G16310	1325
transcript:AT5G02525.1	AT5G02525	328
transcript:AT5G16320.1	AT5G16320	1612
transcript:AT5G16330.1	AT5G16330	729
transcript:AT5G16340.1	AT5G16340	2103
transcript:AT5G16350.2	AT5G16350	1776
transcript:AT5G16350.3	AT5G16350	1652
transcript:AT5G16350.1	AT5G16350	1691
transcript:AT5G16360.1	AT5G16360	1370
transcript:AT5G16370.1	AT5G16370	2239
transcript:AT5G16375.1	AT5G16375	82
transcript:ENSRNA049492631-T1	ENSRNA049492631	82
transcript:AT5G16380.1	AT5G16380	1108
transcript:AT5G16390.1	AT5G16390	1429
transcript:AT5G16390.2	AT5G16390	1469
transcript:AT5G16400.1	AT5G16400	1185
transcript:AT5G16410.1	AT5G16410	1760
transcript:AT5G16420.2	AT5G16420	2186
transcript:AT5G16420.3	AT5G16420	2165
transcript:AT5G16420.1	AT5G16420	1630
transcript:AT5G16420.4	AT5G16420	1925
transcript:AT5G16430.1	AT5G16430	258
transcript:AT5G16440.1	AT5G16440	1248
transcript:AT5G16450.1	AT5G16450	910
transcript:AT5G16450.2	AT5G16450	853
transcript:AT5G02535.1	AT5G02535	188
transcript:AT5G16453.1	AT5G16453	435
transcript:AT5G16460.1	AT5G16460	1231
transcript:AT5G16470.1	AT5G16470	1154
transcript:AT5G16470.2	AT5G16470	801
transcript:AT5G16480.1	AT5G16480	1201
transcript:AT5G16480.2	AT5G16480	1143
transcript:AT5G16486.1	AT5G16486	630
transcript:AT5G16490.1	AT5G16490	705
transcript:AT5G16500.1	AT5G16500	2428
transcript:AT5G16510.2	AT5G16510	1538
transcript:AT5G16510.1	AT5G16510	1460
transcript:AT5G16520.1	AT5G16520	2107
transcript:AT5G16520.2	AT5G16520	2055
transcript:AT5G16530.2	AT5G16530	1443
transcript:AT5G16530.1	AT5G16530	1370
transcript:AT5G16540.1	AT5G16540	1635
transcript:AT5G16540.3	AT5G16540	1733
transcript:AT5G16540.4	AT5G16540	1816
transcript:AT5G16540.2	AT5G16540	1454
transcript:AT5G16550.1	AT5G16550	1176
transcript:AT5G16560.1	AT5G16560	2388
transcript:AT5G02555.1	AT5G02555	435
transcript:AT5G16570.2	AT5G16570	1551
transcript:AT5G16570.1	AT5G16570	1604
transcript:AT5G16580.1	AT5G16580	1148
transcript:AT5G16590.1	AT5G16590	2421
transcript:AT5G16600.1	AT5G16600	1329
transcript:AT5G16610.2	AT5G16610	2636
transcript:AT5G16610.3	AT5G16610	2695
transcript:AT5G16610.1	AT5G16610	2221
transcript:AT5G02565.1	AT5G02565	253
transcript:AT5G02575.1	AT5G02575	290
transcript:AT5G16620.1	AT5G16620	1853
transcript:AT5G16630.2	AT5G16630	3079
transcript:AT5G16630.3	AT5G16630	3174
transcript:AT5G16630.1	AT5G16630	2954
transcript:AT5G16640.1	AT5G16640	2097
transcript:AT5G16650.2	AT5G16650	1060
transcript:AT5G16650.1	AT5G16650	979
transcript:AT5G16660.1	AT5G16660	1044
transcript:AT5G16660.2	AT5G16660	773
transcript:AT5G16680.1	AT5G16680	4626
transcript:AT5G16680.2	AT5G16680	4237
transcript:AT5G16690.1	AT5G16690	2438
transcript:AT5G16690.2	AT5G16690	2594
transcript:AT5G16700.1	AT5G16700	1467
transcript:AT5G16710.1	AT5G16710	1088
transcript:AT5G16715.1	AT5G16715	3394
transcript:AT5G16720.1	AT5G16720	2393
transcript:AT5G16730.1	AT5G16730	3138
transcript:AT5G16740.1	AT5G16740	1281
transcript:AT5G16750.1	AT5G16750	3025
transcript:AT5G16760.1	AT5G16760	1698
transcript:AT5G16770.1	AT5G16770	1668
transcript:AT5G16770.2	AT5G16770	1922
transcript:AT5G16770.3	AT5G16770	1782
transcript:AT5G16770.4	AT5G16770	1769
transcript:AT5G16780.2	AT5G16780	4076
transcript:AT5G16780.1	AT5G16780	3658
transcript:AT5G16780.3	AT5G16780	3151
transcript:AT5G16790.1	AT5G16790	1135
transcript:AT5G16790.2	AT5G16790	1463
transcript:AT5G16800.1	AT5G16800	1460
transcript:AT5G16800.2	AT5G16800	1351
transcript:AT5G16800.3	AT5G16800	1343
transcript:AT5G16810.1	AT5G16810	1528
transcript:AT5G16810.2	AT5G16810	1684
transcript:AT5G16820.2	AT5G16820	2000
transcript:AT5G16820.1	AT5G16820	1909
transcript:AT5G16830.1	AT5G16830	1213
transcript:AT5G02595.1	AT5G02595	398
transcript:AT5G16840.1	AT5G16840	1201
transcript:AT5G16840.2	AT5G16840	1180
transcript:AT5G16840.3	AT5G16840	1017
transcript:AT5G02605.1	AT5G02605	750
transcript:AT5G16850.1	AT5G16850	3630
transcript:AT5G16850.2	AT5G16850	3114
transcript:AT5G16860.1	AT5G16860	2704
transcript:AT5G16870.1	AT5G16870	770
transcript:AT5G16880.1	AT5G16880	1656
transcript:AT5G16880.4	AT5G16880	2155
transcript:AT5G16880.2	AT5G16880	1674
transcript:AT5G16880.3	AT5G16880	1502
transcript:AT5G16890.1	AT5G16890	1751
transcript:AT5G16900.1	AT5G16900	2919
transcript:AT5G16900.2	AT5G16900	2875
transcript:AT5G16900.3	AT5G16900	2908
transcript:AT5G16900.4	AT5G16900	2439
transcript:AT5G16910.1	AT5G16910	4501
transcript:AT5G16920.1	AT5G16920	1129
transcript:AT5G16930.1	AT5G16930	2419
transcript:AT5G16940.1	AT5G16940	745
transcript:AT5G16940.2	AT5G16940	534
transcript:AT5G16950.1	AT5G16950	669
transcript:AT5G02635.1	AT5G02635	312
transcript:AT5G16960.1	AT5G16960	1270
transcript:AT5G16960.2	AT5G16960	1323
transcript:AT5G16970.1	AT5G16970	1441
transcript:AT5G16980.1	AT5G16980	2004
transcript:AT5G16980.2	AT5G16980	1696
transcript:AT5G16980.3	AT5G16980	1403
transcript:AT5G16990.1	AT5G16990	1956
transcript:AT5G17000.1	AT5G17000	1559
transcript:AT5G17000.2	AT5G17000	1794
transcript:AT5G17010.3	AT5G17010	2130
transcript:AT5G17010.4	AT5G17010	2221
transcript:AT5G17010.2	AT5G17010	1823
transcript:AT5G17010.1	AT5G17010	2040
transcript:AT5G17020.1	AT5G17020	4002
transcript:AT5G17020.2	AT5G17020	3812
transcript:AT5G17030.1	AT5G17030	1615
transcript:AT5G17040.2	AT5G17040	1625
transcript:AT5G17040.1	AT5G17040	1568
transcript:AT5G17050.1	AT5G17050	1620
transcript:AT5G17060.1	AT5G17060	1224
transcript:AT5G17060.2	AT5G17060	1329
transcript:AT5G17070.1	AT5G17070	1186
transcript:AT5G17070.2	AT5G17070	1032
transcript:AT5G17080.1	AT5G17080	897
transcript:AT5G17090.1	AT5G17090	988
transcript:AT5G17100.1	AT5G17100	1108
transcript:AT5G17110.1	AT5G17110	627
transcript:AT5G17120.1	AT5G17120	624
transcript:AT5G17130.1	AT5G17130	568
transcript:AT5G17140.1	AT5G17140	339
transcript:AT5G17150.1	AT5G17150	872
transcript:AT5G17160.1	AT5G17160	2103
transcript:AT5G17165.1	AT5G17165	481
transcript:AT5G17167.1	AT5G17167	579
transcript:AT5G17170.1	AT5G17170	1324
transcript:AT5G17170.2	AT5G17170	1140
transcript:AT5G17180.1	AT5G17180	412
transcript:AT5G17190.1	AT5G17190	1003
transcript:AT5G17200.1	AT5G17200	1266
transcript:AT5G17210.1	AT5G17210	1024
transcript:AT5G17210.2	AT5G17210	1157
transcript:AT5G17220.1	AT5G17220	1096
transcript:AT5G17230.1	AT5G17230	2089
transcript:AT5G17230.4	AT5G17230	1912
transcript:AT5G17230.3	AT5G17230	2102
transcript:AT5G17230.2	AT5G17230	1724
transcript:AT5G17240.1	AT5G17240	1565
transcript:AT5G17240.2	AT5G17240	1644
transcript:AT5G17250.1	AT5G17250	2981
transcript:AT5G02645.1	AT5G02645	479
transcript:ENSRNA049493591-T1	ENSRNA049493591	101
transcript:AT5G02655.1	AT5G02655	97
transcript:ENSRNA049493594-T1	ENSRNA049493594	101
transcript:AT5G02665.1	AT5G02665	92
transcript:ENSRNA049493592-T1	ENSRNA049493592	99
transcript:AT5G02675.1	AT5G02675	94
transcript:AT5G17260.1	AT5G17260	1833
transcript:AT5G02685.1	AT5G02685	388
transcript:AT5G17270.1	AT5G17270	2970
transcript:AT5G17270.2	AT5G17270	3381
transcript:AT5G17290.1	AT5G17290	2165
transcript:AT5G17280.1	AT5G17280	597
transcript:AT5G17300.2	AT5G17300	1945
transcript:AT5G17300.1	AT5G17300	1930
transcript:AT5G17305.1	AT5G17305	225
transcript:AT5G17310.2	AT5G17310	2038
transcript:AT5G17310.1	AT5G17310	1737
transcript:AT5G17310.6	AT5G17310	1624
transcript:AT5G17310.3	AT5G17310	1770
transcript:AT5G17310.4	AT5G17310	1741
transcript:AT5G17310.5	AT5G17310	1705
transcript:AT5G17320.1	AT5G17320	2398
transcript:AT5G17330.1	AT5G17330	1976
transcript:AT5G17340.1	AT5G17340	645
transcript:AT5G17345.1	AT5G17345	378
transcript:AT5G17350.1	AT5G17350	1111
transcript:AT5G17360.1	AT5G17360	1377
transcript:AT5G02695.1	AT5G02695	791
transcript:AT5G17370.1	AT5G17370	1571
transcript:AT5G17370.2	AT5G17370	1667
transcript:AT5G17380.1	AT5G17380	2072
transcript:AT5G17390.1	AT5G17390	1025
transcript:AT5G17400.1	AT5G17400	1350
transcript:AT5G17410.1	AT5G17410	2399
transcript:AT5G17410.2	AT5G17410	2361
transcript:AT5G02705.1	AT5G02705	426
transcript:AT5G17420.1	AT5G17420	3403
transcript:AT5G02715.1	AT5G02715	300
transcript:AT5G17430.1	AT5G17430	2084
transcript:AT5G17430.2	AT5G17430	1878
transcript:AT5G17440.2	AT5G17440	1272
transcript:AT5G17440.1	AT5G17440	1696
transcript:AT5G02735.1	AT5G02735	240
transcript:AT5G17450.1	AT5G17450	874
transcript:AT5G17450.2	AT5G17450	1440
transcript:AT5G17460.1	AT5G17460	2298
transcript:AT5G17460.2	AT5G17460	2312
transcript:AT5G17460.3	AT5G17460	2385
transcript:AT5G17460.4	AT5G17460	1391
transcript:AT5G17460.5	AT5G17460	1377
transcript:AT5G17470.1	AT5G17470	454
transcript:AT5G17480.1	AT5G17480	603
transcript:AT5G17490.1	AT5G17490	2258
transcript:AT5G17500.1	AT5G17500	1786
transcript:AT5G17510.1	AT5G17510	1741
transcript:AT5G17510.2	AT5G17510	1837
transcript:AT5G17520.1	AT5G17520	1662
transcript:AT5G17520.2	AT5G17520	1747
transcript:AT5G17522.1	AT5G17522	459
transcript:AT5G17523.1	AT5G17523	1087
transcript:AT5G17530.4	AT5G17530	2164
transcript:AT5G17530.5	AT5G17530	1876
transcript:AT5G17530.3	AT5G17530	2145
transcript:AT5G17530.2	AT5G17530	2277
transcript:AT5G17530.6	AT5G17530	2134
transcript:AT5G17530.7	AT5G17530	2018
transcript:AT5G17530.1	AT5G17530	2246
transcript:AT5G17540.1	AT5G17540	1507
transcript:AT5G17550.1	AT5G17550	1205
transcript:AT5G17550.2	AT5G17550	1271
transcript:AT5G17560.1	AT5G17560	943
transcript:AT5G17560.2	AT5G17560	1162
transcript:AT5G17560.3	AT5G17560	1097
transcript:AT5G17570.1	AT5G17570	1243
transcript:AT5G17570.2	AT5G17570	982
transcript:AT5G02745.1	AT5G02745	318
transcript:AT5G17580.2	AT5G17580	2803
transcript:AT5G17580.1	AT5G17580	1794
transcript:AT5G17590.1	AT5G17590	844
transcript:AT5G17600.1	AT5G17600	1987
transcript:AT5G17610.1	AT5G17610	1029
transcript:AT5G17620.1	AT5G17620	1380
transcript:AT5G17630.1	AT5G17630	1629
transcript:AT5G02755.1	AT5G02755	296
transcript:AT5G17640.1	AT5G17640	1845
transcript:AT5G17650.1	AT5G17650	1138
transcript:AT5G17660.1	AT5G17660	1333
transcript:AT5G17670.1	AT5G17670	1179
transcript:AT5G17680.2	AT5G17680	4006
transcript:AT5G17680.1	AT5G17680	3885
transcript:AT5G17690.1	AT5G17690	1918
transcript:AT5G17690.3	AT5G17690	1915
transcript:AT5G17690.2	AT5G17690	1985
transcript:AT5G17700.1	AT5G17700	2216
transcript:AT5G17700.2	AT5G17700	2512
transcript:AT5G17700.3	AT5G17700	2319
transcript:AT5G02765.1	AT5G02765	433
transcript:AT5G17710.1	AT5G17710	1267
transcript:AT5G17710.2	AT5G17710	1421
transcript:AT5G17710.3	AT5G17710	1298
transcript:AT5G17720.1	AT5G17720	1332
transcript:AT5G17730.1	AT5G17730	1413
transcript:AT5G17740.1	AT5G17740	1602
transcript:AT5G17750.1	AT5G17750	1179
transcript:AT5G17760.1	AT5G17760	1933
transcript:AT5G17760.2	AT5G17760	2068
transcript:AT5G17770.1	AT5G17770	1521
transcript:AT5G17780.2	AT5G17780	1609
transcript:AT5G17780.1	AT5G17780	1474
transcript:AT5G17790.1	AT5G17790	2502
transcript:AT5G02775.1	AT5G02775	404
transcript:AT5G02785.1	AT5G02785	261
transcript:AT5G17800.1	AT5G17800	1366
transcript:AT5G17810.1	AT5G17810	1110
transcript:AT5G17810.2	AT5G17810	1176
transcript:AT5G17810.3	AT5G17810	1173
transcript:AT5G17820.1	AT5G17820	1383
transcript:AT5G17820.2	AT5G17820	1390
transcript:AT5G02795.1	AT5G02795	380
transcript:AT5G17830.1	AT5G17830	1630
transcript:AT5G17830.2	AT5G17830	1730
transcript:AT5G17840.1	AT5G17840	927
transcript:AT5G17847.1	AT5G17847	129
transcript:AT5G17850.1	AT5G17850	2086
transcript:AT5G17850.2	AT5G17850	2054
transcript:AT5G17860.2	AT5G17860	1882
transcript:AT5G17860.1	AT5G17860	2139
transcript:AT5G17870.2	AT5G17870	876
transcript:AT5G17870.1	AT5G17870	615
transcript:AT5G17880.2	AT5G17880	3991
transcript:AT5G17880.1	AT5G17880	3597
transcript:AT5G02805.1	AT5G02805	286
transcript:AT5G17890.1	AT5G17890	5329
transcript:AT5G17900.1	AT5G17900	2161
transcript:AT5G17910.1	AT5G17910	4902
transcript:AT5G17910.3	AT5G17910	4844
transcript:AT5G17910.2	AT5G17910	4674
transcript:AT5G17920.1	AT5G17920	3149
transcript:AT5G17920.2	AT5G17920	2798
transcript:AT5G17930.1	AT5G17930	2689
transcript:AT5G17950.1	AT5G17950	363
transcript:AT5G17960.1	AT5G17960	1837
transcript:AT5G17970.1	AT5G17970	2474
transcript:AT5G02825.1	AT5G02825	183
transcript:AT5G17980.1	AT5G17980	3686
transcript:AT5G17990.1	AT5G17990	2105
transcript:AT5G18000.2	AT5G18000	1021
transcript:AT5G18000.1	AT5G18000	1264
transcript:AT5G18005.1	AT5G18005	72
transcript:AT5G18010.1	AT5G18010	633
transcript:AT5G02835.1	AT5G02835	421
transcript:AT5G02855.1	AT5G02855	239
transcript:AT5G18015.1	AT5G18015	72
transcript:AT5G18020.1	AT5G18020	603
transcript:AT5G02865.1	AT5G02865	887
transcript:AT5G18030.1	AT5G18030	839
transcript:AT5G18037.1	AT5G18037	466
transcript:AT5G18040.1	AT5G18040	1187
transcript:AT5G18040.2	AT5G18040	1279
transcript:AT5G18050.1	AT5G18050	747
transcript:AT5G18060.1	AT5G18060	810
transcript:AT5G18065.1	AT5G18065	1274
transcript:AT5G18065.2	AT5G18065	1364
transcript:AT5G18065.3	AT5G18065	1181
transcript:AT5G18070.1	AT5G18070	2367
transcript:AT5G18080.1	AT5G18080	626
transcript:AT5G18085.1	AT5G18085	72
transcript:ENSRNA049492632-T1	ENSRNA049492632	72
transcript:AT5G18090.1	AT5G18090	1301
transcript:AT5G18100.2	AT5G18100	476
transcript:AT5G18100.1	AT5G18100	708
transcript:AT5G02875.1	AT5G02875	405
transcript:AT5G18110.1	AT5G18110	1120
transcript:AT5G18120.1	AT5G18120	1756
transcript:AT5G18120.2	AT5G18120	2030
transcript:AT5G18120.3	AT5G18120	2376
transcript:AT5G18130.1	AT5G18130	1487
transcript:AT5G18130.2	AT5G18130	1920
transcript:AT5G18140.1	AT5G18140	1930
transcript:AT5G18150.1	AT5G18150	662
transcript:AT5G18160.1	AT5G18160	1140
transcript:AT5G18170.1	AT5G18170	1851
transcript:AT5G18180.1	AT5G18180	726
transcript:AT5G18190.1	AT5G18190	3004
