gene_id	gene_length
LOC103909759	2121
pld1b	73207
ghsrb	6071
fndc3bb	135662
LOC797436	5592
nceh1b.1	6873
tnfsf10	5054
msl2b	4367
stag1b	46482
larp4b	23670
dip2ca	201407
zmynd11	31609
LOC101883694	11974
vipr2	78852
ccl34b.1	2671
ccl34b.4	2607
LOC100141478	2500
ccl34b.8	2517
ccl34b.9	1454
LOC108181551	1628
cxl34b.11	3426
cxcl32b.1	833
ccl32b.3	1497
ek1	166751
hs6st1b	95236
bcl2a	91707
cox4i1l	14287
LOC110438353	540
prkag2a	128915
sh3glb1a	14858
nrros	8481
fbxo45	11288
arhgap29a	114157
abca4a	14360
LOC110438354	1584
tecrl2a	9488
LOC110438355	1249
olfm3a	24871
col11a1a	129325
rnpc3	31820
LOC110438356	3621
LOC103909764	875
prmt6	1482
ntng1a	164385
vav3	166962
LOC103909765	457
LOC101885749	4261
zgc:163022	19328
aglb	36272
LOC101886684	41807
frrs1b	24754
palmdb	63637
LOC571722	40042
plppr5b	105858
LOC103909767	18716
snx7	48314
mir137-2	127
dpyda.1	381546
LOC110437717	4672
ptbp2a	33082
hccsb	10677
tmem56a	46250
cnn3a	24454
alg14	22000
f3a	13318
acp5b	12705
abcd3a	21451
fam168b	12980
cremb	15844
cpne3	31435
cngb3.1	19644
LOC562466	28542
cnbd1	75899
mmp16a	38263
LOC100333071	17277
steap2	11804
LOC100535932	7503
si:ch73-78o10.1	8280
c1ql3a	8229
rsu1	82048
cubn	114784
trdmt1	22108
vim	16653
pde1ca	175701
si:ch211-56a11.2	1562
ccdc129	37834
neurod6a	2974
zgc:56676	4725
yme1l1a	24185
wu:fc01d11	7554
ptchd3a	10775
rdh12l	8460
ca2	17863
si:ch211-282b22.1	6438
LOC100330501	136079
LOC101884703	592
LOC100537023	162806
nrbp2b	50735
zgc:195173	5259
si:ch1073-406l10.2	3320
slc4a2b	64323
si:ch73-173p19.1	35446
si:ch73-173p19.2	22603
zgc:101800	17865
LOC101884296	5626
LOC101884366	29885
LOC110438357	2104
LOC108181518	2774
LOC103911178	975
LOC571431	32586
dnah5l	113442
cavin4b	5549
tmeff1b	47199
cdk5	13592
abcb8	20146
atg9b	36771
asic1c	186661
zgc:92591	2375
LOC110438358	14314
asb10	21676
gbx1	3102
agap3	813770
ctnna1	192640
lrrtm2	5663
LOC558520	17264
rb1cc1	35940
LOC110438359	791
st18	103929
LOC110438339	2905
pcmtd1	34479
sntg1	140994
LOC108181546	674
snai2	6041
ube2v2	11975
mcm4	25010
cebpd	1211
spidr	109235
mapre2	28458
dtna	71705
LOC110438360	7312
ccdc178	60124
klhl14	26890
abcd4	19447
obscnb	95251
LOC108179047	10094
im:7140347	15441
gnal2	68916
tmem14cb	7188
pak1ip1	16555
esco1	18754
rbbp8	19867
tmem241	11158
riok3	13561
si:ch211-40k21.5	10072
coasy	25408
naglu	11801
pus3	12021
si:ch211-40k21.9	6283
grnb	25562
LOC795766	25430
arf2b	6757
si:ch211-253b1.3	38879
zgc:114120	71577
fmnl1b	50973
si:ch73-334d15.4	5894
LOC103909772	1783
ccr10	6572
LOC110438340	5261
si:ch73-334d15.1	6719
c1ql1b	2435
dcakd	4231
LOC797104	14474
LOC100333227	43025
LOC101882128	19913
LOC103909773	11838
dnaaf3l	7651
LOC101882555	7509
LOC110438361	1868
LOC108181504	1716
si:dkey-224b4.5	37395
dnaaf3	9548
LOC110438362	18237
LOC103909775	1760
LOC110438363	3080
kcnc3b	123664
cog7	29214
LOC101886719	17481
ube2ib	14529
nlrc3	18049
pdpk1b	24273
tsr3	8854
gnptg	9428
si:ch211-183d21.3	16003
si:ch211-183d21.1	22492
nlrc3_1	30298
cluap1	17377
wdr90	47135
rhot2	25400
h1f0	1330
rhbdl1	56053
LOC108181544	286
zgc:112496	8864
wdr24	20045
anks3	19777
LOC108181516	1704
zgc:112185	7126
h3f3d	4262
si:ch211-231f6.6	3020
c24h7orf50	9862
decr2	12529
rab11fip3	76209
telo2	23670
ift140	75874
tmem204	23614
LOC100149647	519
ccdc78	19352
metrn	14380
si:ch211-248l17.3	13499
crp1	7577
crp2	3882
crp3	4700
crp4	4794
LOC101883317	1045
crp6	1127
crp7	54614
si:ch211-234p6.5	46076
rny2	62
LOC798043	3032
LOC100149648	918
igl3v2	1076
igic1s1	3032
LOC570594	1132
LOC110438341	1495
LOC101884085	2379
LOC103909780	851
LOC100534924	592
LOC100534961	1316
LOC797398	774
LOC100331407	7458
trnaw-cca_37	71
trnaw-cca_38	71
trnaw-cca_39	71
trnaw-cca_40	71
trnaw-cca_41	71
trnaw-cca_42	71
trnaw-cca_43	71
trnaw-cca_44	71
trnaw-cca_45	71
trnaw-cca_46	71
trnaw-cca_47	71
trnaw-cca_48	71
trnaw-cca_49	71
trnaw-cca_50	71
mybpc2b	89288
zgc:91999	18421
lrrc4bb	16895
LOC108179067	1627
LOC101884567	108816
LOC570021	6983
zgc:154125	11244
slc17a7b	41572
slc6a16b	31923
LOC110438364	5406
LOC110438365	3323
si:ch73-70c5.1	36458
LOC110438366	10703
ntn2	33845
nog2	1987
LOC100535772	159613
capn15	57265
LOC103908684	13495
mss51	8498
LOC101882154	857
LOC101882206	1441
tbc1d24	25745
atp6v0cb	17467
nubp2	7825
spsb3b	10496
LOC110438367	2615
eme2	2995
im:7160594	15509
si:ch73-103b11.2	108025
kcnj12a	24369
dnah3	74289
lyrm1	7883
dcun1d3	16479
kiaa0556	66340
cox6b1	4527
fam234a	21312
LOC101885409	7361
luc7l	15586
stub1	11397
LOC101886710	930
LOC100150591	757
LOC101885545	682
LOC100148433	1985
LOC101886766	2253
LOC101885738	2282
LOC100150116	808
zgc:153659	2333
LOC101886950	1025
LOC100333723	1777
LOC101885876	20493
si:ch211-276f18.2	33254
slc12a7b	107155
LOC572443	1678
LOC100004848	1645
LOC100004944	4794
LOC100005038	1838
LOC100005096	4952
aoc1	8129
scospondin	159633
kcnh2b	321306
LOC100001114	130504
smyhc1	11791
smyhc2	20443
LOC110438368	4283
smyhc3	13279
LOC100329748	18140
LOC101882775	20720
LOC100329813	15402
LOC103909788	36304
slc22a17	23736
cebp1	12645
ttc21a	26044
gorasp1b	12916
wdr48a	25163
scn12ab	189887
acvr2b	55738
xylb	34248
nub1	30281
crygn2	7060
rheb	17904
LOC101883268	16558
LOC100330348	17039
LOC799914	15804
LOC100330485	6068
ptprma	140518
lrrc30a	1123
lama1	93628
arhgap28	101742
LOC110438342	2788
l3mbtl4	19452
tmem200c	15538
epb41l3a	59567
zbtb14	6021
top1mt	13751
LOC100331321	9751
twsg1b	885
ppp4r1	18984
vapa	1982
ssr1	10385
LOC110438369	2229
ahrra	7964
pigm	6451
snx16	6313
LOC103909792	17032
rmdn1	7026
serpinb1l3	9779
cntn1a	142773
LOC101885865	7081
LOC110438374	4046
LOC108181599	13823
nrcamb	5790
LOC100536647	1933
LOC110438373	36092
adam10b	10290
aqp9a	35590
kiaa0101	2944
zgc:114188	4836
srpk2	32649
LOC110438375	3097
pus7	8432
zgc:92481	16449
gxylt1a	4129
LOC103909796	5172
LOC110438376	7942
LOC101886261	17708
prickle1a	31969
szl	4480
LOC100538179	29854
prtgb	53753
rsl24d1	5362
si:ch1073-385f13.3	4118
myo9ab	65897
nell2a	111226
tmem117	42710
twf1a	11981
irak4	9169
LOC108181592	28135
LOC101886811	2101
znf609a	180939
si:ch211-284k5.2	5062
LOC101882451	30590
spg11	37617
fam96a	7152
LOC101882845	601
calml4b	170692
coro2bb	15215
rxfp3.3b	2297
cln6b	8742
fem1b	4960
itga11b	83618
LOC101883538	9826
avpr1aa	8146
ppm1h	32880
mirlet7i	94
mon2	52663
LOC100332592	25302
fbln1	75242
wnt7bb	78163
si:ch211-218p2.3	4952
LOC101886390	19500
pparab	55509
yars2	13532
cdkn1bb	4804
mrps35	21469
zmp:0000000932	80644
LOC110438406	5260
LOC110438377	8691
LOC101887189	29928
si:dkey-82f1.1	93057
adck2	18438
bbs4	34059
adpgk	16592
LOC100332721	236066
scamp2	18990
mpi	12220
si:ch1073-296i8.2	5336
fth1b	6962
best1	21334
rab3il1	25247
epx	27865
hps5	44013
gtf2h1	20260
LOC100536575	8230
cib1	6079
metap2b	14947
LOC101883414	5343
pthlhb	4386
tmpob	8292
slc25a3b	14675
ldhbb	9777
golt1bb	5624
slc35b4	10466
chchd3b	11390
gpr22b	11858
LOC103909803	8773
hbp1	19124
prkar2b	28981
zgc:153293	11168
LOC555645	10047
cecr5	13128
ccdc77	13403
zgc:194202	1043
LOC100005512	1238
si:ch211-272n13.3	74206
incenp	27302
prnprs3	7630
LOC103909804	2277
LOC103909805	5805
morc2	37321
zgc:158398	9420
thoc5	26277
chid1	12717
LOC103909807	1222
gatd1	7408
cd151	20591
cracr2b	37188
tmem138	15913
tmem258	5504
myrf	80908
LOC103909808	8030
si:ch1073-89b12.1	119055
fads2	15230
lrrc10b	2521
ppp1r32	12827
syt7a	195412
si:dkey-201c1.2	48633
pidd1	30944
pnpla2	32861
zmp:0000001167	43632
pgghg	24717
deaf1	29636
drd4a	26048
cdhr5b	21299
myo5c	46373
gnb5a	13243
ap4e1	30480
cyp19a1b	14022
si:ch1073-340j19.1	23975
LOC103909810	17619
LOC100535104	23838
si:ch73-265h17.1	5475
LOC108181636	6689
LOC103909809	1192
LOC100535191	18487
hdac10	18038
parvb	30585
parvg	16097
si:ch73-66d24.2	92022
cmasb	11812
nansb	11789
LOC100333855	23675
plxnb2b	111416
ap3b2	42481
tubgcp6	31478
appl2	25329
c25h12orf75	19956
LOC103909811	1774
LOC103909812	15714
nuak1b	27540
si:ch211-11i22.4	12241
ppib	6734
snx22	18260
snx1a	32980
sv2	11173
cpeb1a	18220
rbpms2a	29863
oaz2a	16734
psma4	11878
ireb2	33885
slc25a44a	9198
wdr61	11709
crabp1a	30425
sin3aa	41411
ptpn9a	28201
snupn	12156
snx33	30155
cspg4	122458
LOC108181677	1371
LOC101884431	2333
muc5d	20367
lingo1a	88296
hmg20a	14687
peak1	70832
ubap1la	10750
prc1a	23906
syt12	25808
cat	36879
ifitm5	2233
cdkn1cb	1374
ptdss2	27854
fuk	25251
LOC560863	11669
myo5ab	38217
arpp19b	9691
bet1l	2901
kcnj11l	6133
si:ch211-286c4.6	6872
prdm11	14932
phf21ab	48797
dgkzb	81791
mdkb	8648
si:ch73-151m17.5	4591
ambra1b	26892
glcea	6555
nox5	19781
hal	20312
ucmab	5922
camk1db	39911
dhtkd1	23230
kcnc1b	37651
sergef	52298
tph1a	20792
saal1	21439
LOC100536949	45628
muc2.1	17783
LOC110438407	2849
LOC110438408	1707
LOC108181582	2517
LOC110438379	2454
LOC103909816	1386
LOC108181583	11701
LOC110438409	5127
LOC108181584	6204
LOC100149773	8362
LOC108181620	1755
muc5.1	43286
muc5.2	23643
LOC110438378	13072
fanci	31606
polg	34444
trnar-ucg_80	72
LOC101885510	1014
mir9-3	100
rhcgb	21519
zgc:153343	1892
unc45a	32981
man2a2	77075
furinb	160677
accs	28249
si:ch211-256a21.4	8364
rag1	6885
rag2	3538
im:7145024	27596
LOC103909817	31928
LOC108181606	47163
lrrc4c	129396
LOC110438403	4757
LOC101884173	1701
ehf	20336
ric8a	24191
psmd13	11514
cox8b	3401
LOC110437755	1640
mtl5	20209
zgc:110339	6428
galn	8311
si:ch211-107e6.5	20184
LOC110437781	2527
si:ch211-107e6.6	16598
ppp6r3	27743
lrp5	123177
wu:fa25f02	13396
ap3s2	10031
anpepb	16219
LOC100004744	10632
si:ch211-147g22.4	11232
LOC103909824	52324
LOC108181672	24021
mhc1lja	4568
LOC108181585	3379
mhc1lea	1317
mhc1lfa	3045
mhc1lda	6554
LOC108179200	828
mhc1lla	12128
LOC100334758	12320
mhc1lga	3931
mhc1lia	5658
mespab	1269
mespbb	1003
sv2bb	51540
wu:fi15d04	198255
klhl25	22902
agbl1	292006
ntrk3a	398421
LOC110438380	2473
det1	20676
LOC103909826	12897
mir7a-1	78
map1lc3b	11919
LOC110438410	1266
LOC110438381	1857
LOC110438404	872
zcchc14	56571
jph3	54463
klhdc4	22738
slc7a5	39527
ca5a	14383
uba2	13327
ccl33.3	2067
ccl33.2	1668
sept15	53789
ccl39.9	1631
LOC101884623	3857
ccl39.7	10018
ccl39.6	1391
trnaa-agc_70	72
trnai-aau_225	73
trnaf-gaa_150	72
LOC110438382	1779
trnai-aau_226	73
trnaf-gaa_151	72
trnaa-agc_71	72
trnai-aau_227	73
trnaf-gaa_152	72
trnaa-agc_72	72
trnai-aau_228	73
trnaf-gaa_153	72
si:dkeyp-55h4.2	1761
LOC100538242	1193
ccl39.3	561
LOC103909828	7498
LOC100538158	1379
ccl39.1	580
ccl39.2	3633
ccl35.1	2309
smpd3	90136
si:dkeyp-50b9.1	26554
si:ch211-194m7.4	18952
LOC797571	3311
LOC101883900	2191
LOC108179145	1657
hel_dr5	13148
si:ch211-194m7.8	7023
si:ch211-194m7.5	6320
ndrg4	57830
gins3	3688
znrf1	65219
ldhd	16759
snrkb	37815
ano10b	25051
fa2h	995
csnk2a2b	19934
ccdc113	5619
znf319b	8287
usb1	9465
pla2g15	14762
ccdc135	40874
lcat	11533
LOC110438383	3189
ckap5	45049
zgc:92873	8171
mapk8ip1a	40902
cry2	23660
chst1	4061
zgc:101566	52087
guca1g	3116
zgc:86725	15925
shank2	239510
polr2c	9373
coq9	16860
ciapin1	8116
prmt7	15474
exoc3l1	8426
dbx1b	2910
nav2b	158880
mpped2	44187
dnajc24	29552
LOC101882606	16480
pax6a	20712
wt1a	35823
tcp11l1	12232
hipk3a	64592
kiaa1549la	127959
LOC108181595	2851
LOC103909832	990
LOC110438405	5882
spon1b	153137
syt9b	64184
olfml1	4969
ppfibp2b	104061
sb:cb470	2525
cyb5r2	10925
LOC101884131	9021
LOC103909834	5172
LOC110437811	1984
far1	52493
dkk3b	14270
mical2b	114549
parvaa	33170
tead1a	76618
rassf10a	2645
si:ch211-266k8.4	84160
smc1b	28082
cpa4	7289
cpa2	10180
LOC108179059	12150
slc25a18	51330
cecr2	42378
cecr1a	11286
galnt8a.2	18956
galnt8a.1	9905
ribc2	7746
LOC568645	13479
ndufa9a	9604
dyrk4	46954
zgc:154077	23717
zgc:77158	60535
LOC103909838	2055
LOC110438384	23502
fgf6a	6542
LOC100537842	3480
tigara	7329
ccnd2a	268492
kdm7ab	65790
cnot1	33361
setd6	7867
cyp2x6	6732
cyp2x7	6681
cyp2x8	6654
cyp2x9	6841
e2f4	13896
elmo3	49621
lrrc29	16423
trim35-40	7810
si:dkey-44k1.5	47912
mmp15a	23638
zgc:66449	6114
vac14	21250
trnag-gcc_343	70
trnag-gcc_344	70
trnad-guc_152	71
trnad-guc_153	71
trnad-guc_154	71
trnad-guc_155	71
trnad-guc_156	71
galnt18a	135948
zgc:162634	3841
si:ch211-176l24.4	3461
pth1a	897
btbd10a	30500
arntl1a	25076
borcs5	4497
zgc:103499	9257
cep290	68591
tmtc3	52956
kitlga	21679
si:dkey-106n21.1	90308
LOC103909840	5584
dusp6	4205
poc1b	69137
cep41	8978
cpa1	5792
cpa5	10767
tes	21381
cav2	5189
cav1	12029
met	98011
fam185a	8912
si:dkeyp-93a5.2	3294
si:dkeyp-93a5.3	1952
fbxl13	13499
LOC103909841	5157
LOC103909845	2548
armc10	10708
cax2	22836
parietopsin	12470
nt5dc3	20569
si:ch211-68a17.7	1764
tdg.2	8043
tdg.1	13323
efcab6	29557
samm50	13326
cacna2d4b	67752
lrtm2b	4903
isg20	5227
rlbp1b	12244
abhd2b	18727
mfge8b	42932
hapln3	4623
acanb	11276
ppip5k1b	108801
map1ab	76652
cart2	1501
zgc:193812	1084
glsl	35043
sh3gl3b	13523
nedd1	15998
lyrm5b	3628
si:ch211-59o9.10	13476
sycp3	6939
actr6	8745
gtse1	14083
atp2b1b	51488
zgc:171459	1562
zgc:113426	6700
si:dkeyp-110c12.3	14064
mxg	19708
mxd	12886
zgc:101783	6306
LOC100002706	7315
celsr1b	114384
gramd4b	63996
kcna6a	4332
kcna1a	9073
zgc:194665	3905
cnot4a	21111
zgc:136858	22413
LOC101885990	12654
LOC108181673	2846
si:dkey-206m15.8	11226
tnni1al	6449
LOC100535869	6129
zgc:112242	5423
bpgm	7575
cald1b	70911
LOC103909847	1990
tnnt2d	10601
dnm1l	29079
dnajb9a	6289
si:dkey-219c3.2	84786
kctd15a	23851
si:ch211-269c21.2	135348
adal	7007
cplx3a	2925
csk	64549
edc3	22452
kxd1	7772
ergic2	10753
si:ch211-127m7.2	1585
magi2b	186654
gnaia	33373
chrm2b	3936
fbxl14a	2117
prr5a	20700
rad52	16596
wnk1a	41310
LOC101886868	6126
erc1a	80081
fgl2b	5695
tmem60	3106
immp2l	209287
lrrn3a	19933
LOC110438385	403
si:dkey-81e3.1	198057
si:dkey-81e3.2	3536
znf277	27659
tmem168b	12935
bmt2	14369
ppp1r3ab	8431
zgc:158222	16041
ckmt1	17538
fbxo31	34628
si:ch211-147k9.8	13462
si:dkey-217l24.1	78430
sigirr	38701
pkp3a	40457
hexa	24842
nr2e3	3999
stoml1	11005
cyp11a2	15171
cyp11a1	15341
ccdc33	27333
LOC103909851	1337
LOC101882374	4715
LOC110438386	41097
stra6	62997
islr2	3967
ush1c	60325
abcc8	129166
kcnj11	1145
mob2a	89261
dusp8a	73302
LOC110438370	3023
LOC110438387	482
LOC110437778	3435
LOC108181586	14512
LOC108181650	921
LOC108181651	1450
LOC110438388	807
LOC108181587	2202
LOC110438389	3033
ptprjb.1	65829
LOC110438371	13154
LOC110438372	3681
ptprjb.2	6949
osbpl5	93776
phlda2	1283
LOC103909855	2666
nap1l4a	27529
cpt1ab	52179
si:ch211-236l14.4	88956
LOC108181656	5122
si:ch211-236l14.1	4798
mrpl23	38441
LOC101882916	11308
igf2b	7503
th	19159
si:dkeyp-19e1.3	53787
uevld	21588
si:dkey-11e23.9	2630
spty2d1	10586
tmem86a	12197
b4galnt4a	318307
abtb2b	106103
brsk2a	319748
LOC101883352	1508
si:ch73-182e20.4	2606
LOC100535114	1950
ldha	8364
tsg101a	9662
trnai-aau_229	73
trnaq-uug_92	71
trnaf-aaa_6	72
ccl35.2	1997
LOC100216314	1668
trnaf-gaa_154	72
trnai-aau_230	73
trnaa-agc_73	72
trnaf-gaa_155	72
trnai-aau_231	73
trnaa-agc_74	72
trnaf-gaa_156	72
trnai-aau_232	73
trnaa-agc_75	72
trnaf-gaa_157	72
trnai-aau_233	73
trnaa-agc_76	72
LOC110438391	2162
trnaf-gaa_158	72
trnai-aau_234	73
trnaa-agc_77	72
trnaf-gaa_159	72
trnai-aau_235	73
trnaa-agc_78	72
trnaf-gaa_160	72
trnai-aau_236	73
LOC108181589	3392
LOC110438390	1339
trnaf-gaa_161	72
trnai-aau_237	73
trnaf-gaa_162	72
trnai-aau_238	73
trnaa-agc_79	72
trnaf-gaa_163	72
trnai-aau_239	73
trnaa-agc_80	72
trnaf-gaa_164	72
trnai-aau_240	73
trnai-aau_241	73
trnaa-agc_81	72
LOC110438392	298
trnaf-gaa_165	72
trnai-aau_242	73
trnaa-agc_82	72
trnaf-gaa_166	72
trnaf-gaa_167	72
trnai-aau_243	73
LOC108181591	2722
LOC103909865	1167
trnaf-gaa_168	72
trnai-aau_244	73
trnaa-agc_83	72
trnaf-gaa_169	72
trnai-aau_245	73
trnaa-agc_84	72
trnaf-gaa_170	72
trnai-aau_246	73
LOC103909866	2692
LOC110438393	2836
zgc:123278	2497
hrasa	38786
si:ch211-103e16.5	9094
rassf7a	49203
mir210	72
phrf1	37697
irf7	4155
hic1l	12922
tbc1d2b	55715
cib2	70566
lrrc61	10101
idh3a	63100
LOC103909860	1039
LOC103909861	1823
acsbg1	25417
LOC110438394	8197
dapk2b	164240
LOC571902	13200
fbxl22	8848
usp3	14690
si:dkeyp-73b11.8	3538
ca12	16535
man2c1	12160
neil1	5962
commd4	9195
sema7a	23214
dldh	15285
si:dkey-42p14.3	4519
znf800a	11039
grm8b	315514
LOC110438395	1663
LOC103909868	2247
pot1	86141
gpr37a	6866
spam1	5486
LOC108181664	22436
hyal6	25195
si:ch211-91p5.3	36993
si:busm1-180o5.3	5033
zgc:153935	23692
wasla	68678
lmod2a	5635
asb15a	18613
LOC100538200	9632
iqub	38682
slc13a1	8715
cadps2	332373
fezf1	3183
aass	53616
ca16c	157381
si:ch211-190o6.3	24536
LOC107197950	4670
tmem17	8198
agbl2	41156
fnbp4	28330
lrrc10	2200
cnot2	35522
si:dkey-23p11.2	52732
slc41a2a	32365
nfybb	22663
si:ch211-106e7.2	30281
amn1	9953
mettl20	18820
LOC110438396	20516
LOC101884668	20924
syt18b	5327
arid3b	86303
cox5aa	4983
rpp25a	4478
parp6b	31310
pkmb	36255
hcn4l	102522
nptna	44334
ugt5a5	1875
ugt5a4	1646
ugt5a2	13823
ugt5a1	7398
ube2q2	36026
il17rel	27933
si:ch211-253p14.2	1966
pim3	4550
brd1b	23461
fam19a5b	74969
si:ch211-147k10.5	41045
api5	21168
si:ch211-147k10.6	21505
hsd17b12a	34504
alkbh3	66018
si:ch1073-281m9.1	1238
ticrr	21146
pdia3	14335
si:ch211-93f2.1	66786
trnar-acg_165	72
trnar-acg_166	72
pdcd2l	12663
trnar-acg_167	72
banp	90004
znf469	125044
mir135a	97
kras	25251
LOC100003291	40033
LOC560627	6538
LOC103909874	18464
LOC101884923	17404
tnni2a.1	14480
tnni2a.2	9996
tnni2a.3	10928
tnni2a.4	11310
lsp1	70597
prr33	8400
tnnt3a	13273
myod1	2206
zgc:172145	8703
lamb1a	82267
lamb4	65228
acot19	29380
ubl7a	20204
LOC101884359	26673
scamp5a	26007
parp16	14302
si:ch73-330k17.3	7743
eif3ja	6829
apba2a	29471
duox2	13701
duox	61068
tjp1b	239970
LOC110438399	261
zgc:101540	19369
slc27a2b	16621
cep152	47897
cops2	15596
LOC103909877	4481
LOC101882990	2907
galk2	9392
atp8b4	66756
sqrdl	22136
ctdspl2a	22660
LOC108181625	12124
scaper	214598
isl2a	6209
etfa	31762
tmem266	83598
LOC101885311	4563
c2cd4a	1976
tln2b	227985
mir190	125
tpm1	57537
lactb	10290
roraa	468081
ice2	36386
anxa2a	14048
LOC100006250	14930
foxb1a	1911
bnip2	24287
gcnt3	1585
LOC100330575	45506
si:dkey-37f18.2	94182
klf13	24402
trpm1b	34285
LOC110438400	3407
LOC100535415	5656
zgc:136826	8533
dnaja	9327
nup160	42918
frs2b	12721
wwp2	55920
mir140	104
adat1	23967
gabarapl2	9538
tmem231	14470
zgc:194879	13648
spire2	22703
sntb2	22641
vps4a	16670
cdk10	17342
LOC108181654	4581
ccdc136b	28321
flnca	20938
zgc:114046	2061
si:dkey-108k21.18	523
si:dkey-108k21.19	402
hist1h2ba	1290
si:dkey-108k21.10	819
hist2h3c	499
si:dkey-108k21.11	773
si:dkey-108k21.12	1347
si:dkey-108k21.13	1400
zgc:113983	1305
si:dkey-108k21.15	535
zgc:165555	942
kif15	27038
zgc:162611	5845
si:dkey-108k21.21	1386
zgc:194989	478
hist1h4l	498
si:dkey-108k21.25	1273
si:dkey-108k21.26	624
si:dkey-108k21.27	2045
si:dkey-108k21.28	698
si:ch73-36p18.2	1356
si:ch73-36p18.1	858
si:ch73-36p18.4	1046
si:ch73-36p18.5	1091
si:dkey-261m9.6	1135
si:dkey-261m9.7	718
si:dkey-261m9.8	964
zgc:173585	618
si:dkey-261m9.9	6587
si:dkey-261m9.11	562
si:dkey-261m9.12	906
si:dkey-261m9.18	1092
si:dkey-261m9.19	949
si:dkey-261m9.17	1471
zgc:113984	825
si:dkey-261m9.15	596
zgc:153405	704
ano9a	1230
LOC562630	25606
ano5a	56523
slc17a6a	20308
fancf	1495
gas2	47024
LOC103909884	1439
si:ch73-147o17.1	11557
ano3	92928
slc5a12	22068
fibina	977
LOC110438401	8232
si:ch211-87j1.4	9070
spi1a	18725
clpxb	25035
si:ch211-87j1.7	3908
lrrk2	61710
slc2a13b	16305
kif21a	79615
cpne8	100523
LOC101885762	7694
lsm14aa	22019
gpia	25318
hsd17b2	7873
mphosph6	4295
LOC110438402	17307
snx20	5728
sall1b	10051
rbl2	29971
rpgrip1l	36661
irx5b	3370
amfr	20315
nfatc3b	29374
dus2	13542
trnat-agu_301	73
slc7a10b	15622
faap24	4573
bmb	17550
si:ch211-113a14.6	558
si:ch211-113a14.7	708
si:ch211-113a14.9	3468
LOC108179079	5612
si:ch211-113a14.11	1091
zgc:110216	877
zgc:114037	486
si:ch211-113a14.15	1283
si:ch211-113a14.16	533
si:ch211-113a14.17	434
si:ch211-113a14.18	822
si:ch211-113a14.19	544
LOC108181627	380
si:ch211-113a14.22	662
zgc:173652	611
si:ch211-113a14.29	1319
LOC103908680	2464
si:ch211-113a14.27	1234
si:ch211-113a14.26	807
si:ch211-113a14.24	967
si:ch211-113a14.28	943
LOC103909891	5540
ankrd27	34441
irx3b	4615
LOC110438397	271
mafb	2242
wwox	343777
hprt1l	10699
nfat5a	26861
si:ch1073-174d20.1	11172
si:ch1073-174d20.2	17917
tdrd12	19989
urahb	3977
si:dkey-234i14.2	11994
si:dkey-234i14.3	6676
glg1a	28684
rfwd3	12322
si:dkey-234i14.6	11397
nudt7	3670
tmed6	2448
si:dkey-234i14.9	653
LOC101884895	20183
LOC108179124	1334
LOC108181598	1051
LOC108181630	1499
ldlrad3	6302
trim44	5628
pamr1	24210
slc1a2b	41059
cd44b	14428
pdhx	6889
chmp1a	6801
slc10a3	2256
LOC110438398	14273
rpl27a	19813
zgc:158366	4380
LOC103910005	11873
ric3b	3642
psma1	4959
LOC101886884	9608
kdm5a	13353
usp15	14358
LOC567883	31192
LOC110438440	19361
LOC110438441	1491
LOC103911550	815
LOC103911551	1043
LOC101886653	3602
zgc:123258	392
LOC110438489	5311
LOC103908677	8033
col27a1a_1	1598
hspb12	13552
clcn2b	104946
LOC103910030	7367
LOC103910031	384
LOC103909971	11374
LOC103909972	2840
LOC103909973	7242
si:dkey-79f11.4	3204
LOC103910004	23234
LOC110438490	9154
trnap-agg_242	71
trnap-cgg_73	71
trnap-agg_243	71
trnap-cgg_74	71
trnap-agg_244	71
trnap-cgg_75	71
trnap-agg_245	71
trnap-agg_246	71
trnap-cgg_76	71
trnap-agg_247	71
trnastop-uca_10	71
trnap-ugg_133	71
trnal-uag_187	81
trnas-uga_146	81
trnas-uga_147	81
trnak-uuu_309	72
trnak-uuu_310	72
trnah-gug_255	71
trnas-uga_148	81
trnak-uuu_311	72
trnak-uuu_312	72
trnas-uga_149	81
trnak-uuu_313	72
trnal-uaa_55	81
trnas-uga_150	81
trnas-uga_151	81
trnah-gug_256	71
trnas-aga_317	81
trnak-uuu_314	72
trnaq-uug_93	71
trnai-aau_247	73
trnat-ugu_238	73
trnav-aac_225	72
trnav-cac_215	72
trnav-uac_106	72
trnav-cac_216	72
LOC110438416	3249
trnae-uuc_179	71
trnay-gua_191	86
trnae-cuc_208	71
trnar-acg_168	72
trnae-uuc_180	71
trnay-gua_192	86
trnae-cuc_209	71
trnar-acg_169	72
trnae-uuc_181	71
trnay-gua_193	86
trnae-cuc_210	71
trnar-acg_170	72
trnae-uuc_182	71
trnay-gua_194	86
trnae-cuc_211	71
trnar-acg_171	72
trnae-uuc_183	71
trnay-gua_195	86
trnae-cuc_212	71
trnar-acg_172	72
LOC101885332	5326
LOC100331080	5268
LOC100333524	1720
LOC103911284	14228
chst8	8505
LOC101885536	2052
LOC103909932	10328
chatb	648
LOC103909938	2568
LOC103909937	2409
LOC101885452	8138
LOC100537765	8741
LOC100537610	12186
LOC108182214	2846
LOC100537389	15486
LOC108182398	485
LOC110438445	574
slc39a3	4939
LOC108182213	1314
LOC103909980	3753
zgc:154064_1	1876
LOC103909957	4257
