Geneid	gene_name	SRR950087	SRR950082	SRR950086	SRR950080	SRR950085	SRR950078	SRR950079	SRR950083	SRR950081	SRR950084
ENSG00000265120	RP11-285E9.6	0	0	0	0	0	0	0	0	0	0
ENSG00000263837	RP11-285E9.5	0	0	0	0	0	0	0	0	0	0
ENSG00000261843	SEPT9	0	0	0	0	0	0	0	0	0	0
ENSG00000264450	RP5-1110E20.1	0	0	0	0	0	0	0	0	0	0
ENSG00000263243	KRT12	0	0	0	0	0	0	0	0	0	0
ENSG00000263057	KRT20	0	0	0	0	0	0	0	0	0	0
ENSG00000262487	AC004231.2	0	0	0	0	0	0	0	0	0	0
ENSG00000263309	KRT23	0	0	0	0	0	0	0	0	0	0
ENSG00000262164	KRT39	0	0	0	0	0	0	0	0	0	0
ENSG00000262845	KRT40	0	0	0	0	0	0	0	0	0	0
ENSG00000263101	KRTAP3-3	0	0	0	0	0	0	0	0	0	0
ENSG00000263296	KRTAP3-2	0	0	0	0	0	0	0	0	0	0
ENSG00000262616	KRTAP3-4P	0	0	0	0	0	0	0	0	0	0
ENSG00000262068	KRTAP3-1	0	0	0	0	0	0	0	0	0	0
ENSG00000261862	KRTAP1-5	0	0	0	0	0	0	0	0	0	0
ENSG00000263242	KRTAP1-4	0	0	0	0	0	0	0	0	0	0
ENSG00000262347	KRTAP1-3	0	0	0	0	0	0	0	0	0	0
ENSG00000262808	KRTAP1-1	0	0	0	0	0	0	0	0	0	0
ENSG00000261852	KRTAP2-1	0	0	0	0	0	0	0	0	0	0
ENSG00000262731	KRTAP2-1	0	0	0	0	0	0	0	0	0	0
ENSG00000262862	KRTAP2-3	0	0	0	0	0	0	0	0	0	0
ENSG00000263091	KRTAP2-4	0	0	0	0	0	0	0	0	0	0
ENSG00000262376	KRTAP2-5P	0	0	0	0	0	0	0	0	0	0
ENSG00000266286	AC037482.2	0	0	0	0	0	0	0	0	0	0
ENSG00000261968	AC037482.3	0	0	0	0	0	0	0	0	0	0
ENSG00000262520	KRTAP4-16P	0	0	0	0	0	0	0	0	0	0
ENSG00000262121	KRTAP4-9	0	0	0	0	0	0	0	0	0	0
ENSG00000263229	KRTAP4-11	0	0	0	0	0	0	0	0	0	0
ENSG00000263236	KRTAP4-12	0	0	0	0	0	0	0	0	0	0
ENSG00000263090	KRTAP9-2	0	0	0	0	0	0	0	0	0	0
ENSG00000262749	KRTAP9-3	0	0	0	0	0	0	0	0	0	0
ENSG00000267208	ABC9-43961700F1.1	0	0	0	0	0	0	0	0	0	0
ENSG00000262512	KRTAP9-4	0	0	0	0	0	0	0	0	0	0
ENSG00000267728	RP11-206C20.2	0	0	0	0	0	0	0	0	0	0
ENSG00000267635	RP11-206C20.1	0	0	0	0	0	0	0	0	0	0
ENSG00000263103	KRTAP9-10P	0	0	0	0	0	0	0	0	0	0
ENSG00000262218	KRTAP29-1	0	0	0	0	0	0	0	0	0	0
ENSG00000262214	KRTAP9-12P	0	0	0	0	0	0	0	0	0	0
ENSG00000262573	KRTAP9-2	0	0	0	0	0	0	0	0	0	0
ENSG00000262896	KRTAP9-4	0	0	0	0	0	0	0	0	0	0
ENSG00000262594	KRTAP9-9	0	0	0	0	0	0	0	0	0	0
ENSG00000263263	KRTAP9-6	0	0	0	0	0	0	0	0	0	0
ENSG00000262946	KRTAP9-11P	0	0	0	0	0	0	0	0	0	0
ENSG00000262221	KRTAP9-7	0	0	0	0	0	0	0	0	0	0
ENSG00000263115	KRTAP9-10P	0	0	0	0	0	0	0	0	0	0
ENSG00000262542	KRTAP29-1	0	0	0	0	0	0	0	0	0	0
ENSG00000267738	RP11-1030E3.1	0	0	0	0	0	0	0	0	0	0
ENSG00000262132	5S_rRNA	0	0	0	0	0	0	0	0	0	0
ENSG00000262634	SKA1	0	0	0	0	0	0	0	0	0	0
ENSG00000262326	AC013759.1	0	0	0	0	0	0	0	0	0	0
ENSG00000262892	RP11-429H5.1	0	0	0	0	0	0	0	0	0	0
ENSG00000262673	MAPK4	0	0	0	0	0	0	0	0	0	0
ENSG00000266424	RP11-123I22.1	0	0	0	0	0	0	0	0	0	0
ENSG00000262104	Y_RNA	0	0	0	0	0	0	0	0	0	0
ENSG00000263322	CTD-2541J13.1	0	0	0	0	0	0	0	0	0	0
ENSG00000262102	DSEL	0	0	0	0	0	0	0	0	0	0
ENSG00000265742	CTD-2541J13.2	0	0	0	0	0	0	0	0	0	0
ENSG00000263496	RP11-638L3.1	0	0	0	0	0	0	0	0	0	0
ENSG00000262280	RP11-849I19.1	0	0	0	0	0	0	0	0	0	0
ENSG00000263310	SALL3	0	0	0	0	0	0	0	0	0	0
ENSG00000262782	ATP9B	0	0	0	0	0	0	0	0	0	0
ENSG00000272759	VSTM1	0	0	0	0	0	0	0	0	0	0
ENSG00000273215	TARM1	0	0	0	0	0	0	0	0	0	0
ENSG00000272919	OSCAR	0	0	0	0	0	0	0	0	0	0
ENSG00000273453	NDUFA3	0	0	0	0	0	0	0	0	0	0
ENSG00000272560	TFPT	0	0	0	0	0	0	0	0	0	0
ENSG00000273469	PRPF31	0	0	0	0	0	0	0	0	0	0
ENSG00000272806	AC012314.8	0	0	0	0	0	0	0	0	0	0
ENSG00000262138	AC012314.1	0	0	0	0	0	0	0	0	0	0
ENSG00000262174	LENG1	0	0	0	0	0	0	0	0	0	0
ENSG00000263166	CU457734.2	0	0	0	0	0	0	0	0	0	0
ENSG00000261917	MBOAT7	0	0	0	0	0	0	0	0	0	0
ENSG00000262716	TSEN34	0	0	0	0	0	0	0	0	0	0
ENSG00000262798	AC012314.20	0	0	0	0	0	0	0	0	0	0
ENSG00000263076	RPS9	0	0	0	0	0	0	0	0	0	0
ENSG00000262426	AC012314.19	0	0	0	0	0	0	0	0	0	0
ENSG00000262044	LILRB3	0	0	0	0	0	0	0	0	0	0
ENSG00000262642	LILRA6	0	0	0	0	0	0	0	0	0	0
ENSG00000267888	CTB-83J4.1	0	0	0	0	0	0	0	0	0	0
ENSG00000262646	AC010492.2	0	0	0	0	0	0	0	0	0	0
ENSG00000261979	AC010492.4	0	0	0	0	0	0	0	0	0	0
ENSG00000262991	CU457734.1	0	0	0	0	0	0	0	0	0	0
ENSG00000263144	U6	0	0	0	0	0	0	0	0	0	0
ENSG00000262913	AC098789.1	0	0	0	0	0	0	0	0	0	0
ENSG00000261890	AC010492.5	0	0	0	0	0	0	0	0	0	0
ENSG00000263222	CU457734.3	0	0	0	0	0	0	0	0	0	0
ENSG00000266879	MIR4752	0	0	0	0	0	0	0	0	0	0
ENSG00000262941	AC010518.3	0	0	0	0	0	0	0	0	0	0
ENSG00000261935	LILRA3	0	0	0	0	0	0	0	0	0	0
ENSG00000262192	AC008984.5	0	0	0	0	0	0	0	0	0	0
ENSG00000263153	AC008984.7	0	0	0	0	0	0	0	0	0	0
ENSG00000262800	LILRA5	0	0	0	0	0	0	0	0	0	0
ENSG00000262631	VN1R104P	0	0	0	0	0	0	0	0	0	0
ENSG00000263109	TTYH1	0	0	0	0	0	0	0	0	0	0
ENSG00000262530	AC008746.3	0	0	0	0	0	0	0	0	0	0
ENSG00000268398	CTD-2587H19.2	0	0	0	0	0	0	0	0	0	0
ENSG00000262741	LENG8-AS1	0	0	0	0	0	0	0	0	0	0
ENSG00000263157	AC008746.5	0	0	0	0	0	0	0	0	0	0
ENSG00000263054	CU467002.2	0	0	0	0	0	0	0	0	0	0
ENSG00000262887	CU467002.1	0	0	0	0	0	0	0	0	0	0
ENSG00000263030	CDC42EP5	0	0	0	0	0	0	0	0	0	0
ENSG00000262317	LAIR2	0	0	0	0	0	0	0	0	0	0
ENSG00000262460	AC008746.9	0	0	0	0	0	0	0	0	0	0
ENSG00000262582	CU234142.1	0	0	0	0	0	0	0	0	0	0
ENSG00000262422	AC009892.2	0	0	0	0	0	0	0	0	0	0
ENSG00000262004	LILRA2	0	0	0	0	0	0	0	0	0	0
ENSG00000262727	LILRB1	0	0	0	0	0	0	0	0	0	0
ENSG00000267994	CTB-83J4.2	0	0	0	0	0	0	0	0	0	0
ENSG00000262900	LILRA1	0	0	0	0	0	0	0	0	0	0
ENSG00000262575	AC009892.5	0	0	0	0	0	0	0	0	0	0
ENSG00000263646	CU234142.2	0	0	0	0	0	0	0	0	0	0
ENSG00000263216	AC009892.10	0	0	0	0	0	0	0	0	0	0
ENSG00000263108	LILRB4	0	0	0	0	0	0	0	0	0	0
ENSG00000262238	VN1R105P	0	0	0	0	0	0	0	0	0	0
ENSG00000262750	AC009892.9	0	0	0	0	0	0	0	0	0	0
ENSG00000262555	AC011515.2	0	0	0	0	0	0	0	0	0	0
ENSG00000263251	LILRP1	0	0	0	0	0	0	0	0	0	0
ENSG00000262830	AC098784.1	0	0	0	0	0	0	0	0	0	0
ENSG00000265951	CU459007.1	0	0	0	0	0	0	0	0	0	0
ENSG00000262548	LILRP2	0	0	0	0	0	0	0	0	0	0
ENSG00000262335	KIR3DL3	0	0	0	0	0	0	0	0	0	0
ENSG00000261912	KIR2DL3	0	0	0	0	0	0	0	0	0	0
ENSG00000263145	KIR2DP1	0	0	0	0	0	0	0	0	0	0
ENSG00000263208	KIR2DL1	0	0	0	0	0	0	0	0	0	0
ENSG00000262625	KIR3DP1	0	0	0	0	0	0	0	0	0	0
ENSG00000263100	NCR1	0	0	0	0	0	0	0	0	0	0
ENSG00000262736	NLRP7	0	0	0	0	0	0	0	0	0	0
ENSG00000267186	CTC-550B14.8	0	0	0	0	0	0	0	0	0	0
ENSG00000262886	NLRP2	0	0	0	0	0	0	0	0	0	0
ENSG00000262363	CTC-550B14.1	0	0	0	0	0	0	0	0	0	0
ENSG00000267445	CTC-550B14.7	0	0	0	0	0	0	0	0	0	0
ENSG00000262239	GP6	0	0	0	0	0	0	0	0	0	0
ENSG00000267329	CTC-550B14.6	0	0	0	0	0	0	0	0	0	0
ENSG00000261975	RDH13	0	0	0	0	0	0	0	0	0	0
ENSG00000263295	EPS8L1	0	0	0	0	0	0	0	0	0	0
ENSG00000273242	VSTM1	0	0	0	0	0	0	0	0	0	0
ENSG00000273418	TARM1	0	0	0	0	0	0	0	0	0	0
ENSG00000272833	OSCAR	0	0	0	0	0	0	0	0	0	0
ENSG00000272553	NDUFA3	0	0	0	0	0	0	0	0	0	0
ENSG00000273031	TFPT	0	0	0	0	0	0	0	0	0	0
ENSG00000273462	PRPF31	0	0	0	0	0	0	0	0	0	0
ENSG00000272698	AC012314.8	0	0	0	0	0	0	0	0	0	0
ENSG00000272883	CNOT3	0	0	0	0	0	0	0	0	0	0
ENSG00000273182	LENG1	0	0	0	0	0	0	0	0	0	0
ENSG00000272757	TMC4	0	0	0	0	0	0	0	0	0	0
ENSG00000273316	MBOAT7	0	0	0	0	0	0	0	0	0	0
ENSG00000273053	TSEN34	0	0	0	0	0	0	0	0	0	0
ENSG00000273364	CTD-3093M3.1	0	0	0	0	0	0	0	0	0	0
ENSG00000272775	AC012314.20	0	0	0	0	0	0	0	0	0	0
ENSG00000273135	RPS9	0	0	0	0	0	0	0	0	0	0
ENSG00000273231	AC012314.19	0	0	0	0	0	0	0	0	0	0
ENSG00000265146	MIR4752	0	0	0	0	0	0	0	0	0	0
ENSG00000262266	AC010518.3	0	0	0	0	0	0	0	0	0	0
ENSG00000261937	LILRA3	0	0	0	0	0	0	0	0	0	0
ENSG00000262100	AC008984.5	0	0	0	0	0	0	0	0	0	0
ENSG00000263112	AC008984.7	0	0	0	0	0	0	0	0	0	0
ENSG00000262300	VN1R104P	0	0	0	0	0	0	0	0	0	0
ENSG00000261988	AC008984.6	0	0	0	0	0	0	0	0	0	0
ENSG00000262284	LILRA4	0	0	0	0	0	0	0	0	0	0
ENSG00000269750	CTD-2587H19.1	0	0	0	0	0	0	0	0	0	0
ENSG00000262936	LAIR1	0	0	0	0	0	0	0	0	0	0
ENSG00000262423	AC008746.10	0	0	0	0	0	0	0	0	0	0
ENSG00000261849	KIR3DP1	0	0	0	0	0	0	0	0	0	0
ENSG00000268214	KIR2DL4	0	0	0	0	0	0	0	0	0	0
ENSG00000261870	KIR2DS5	0	0	0	0	0	0	0	0	0	0
ENSG00000262897	KIR3DL2	0	0	0	0	0	0	0	0	0	0
ENSG00000262931	U6	0	0	0	0	0	0	0	0	0	0
ENSG00000262806	FCAR	0	0	0	0	0	0	0	0	0	0
ENSG00000269778	CTB-61M7.2	0	0	0	0	0	0	0	0	0	0
ENSG00000262182	NCR1	0	0	0	0	0	0	0	0	0	0
ENSG00000263026	NLRP7	0	0	0	0	0	0	0	0	0	0
ENSG00000267516	CTC-550B14.8	0	0	0	0	0	0	0	0	0	0
ENSG00000262615	NLRP2	0	0	0	0	0	0	0	0	0	0
ENSG00000262706	CTC-550B14.1	0	0	0	0	0	0	0	0	0	0
ENSG00000267434	CTC-550B14.7	0	0	0	0	0	0	0	0	0	0
ENSG00000262069	GP6	0	0	0	0	0	0	0	0	0	0
ENSG00000267485	CTC-550B14.6	0	0	0	0	0	0	0	0	0	0
ENSG00000262982	RDH13	0	0	0	0	0	0	0	0	0	0
ENSG00000262092	EPS8L1	0	0	0	0	0	0	0	0	0	0
ENSG00000272649	VSTM1	0	0	0	0	0	0	0	0	0	0
ENSG00000273276	TARM1	0	0	0	0	0	0	0	0	0	0
ENSG00000273239	OSCAR	0	0	0	0	0	0	0	0	0	0
ENSG00000273052	NDUFA3	0	0	0	0	0	0	0	0	0	0
ENSG00000273430	TFPT	0	0	0	0	0	0	0	0	0	0
ENSG00000273376	PRPF31	0	0	0	0	0	0	0	0	0	0
ENSG00000273070	AC012314.8	0	0	0	0	0	0	0	0	0	0
ENSG00000273202	CNOT3	0	0	0	0	0	0	0	0	0	0
ENSG00000273292	LENG1	0	0	0	0	0	0	0	0	0	0
ENSG00000273347	TMC4	0	0	0	0	0	0	0	0	0	0
ENSG00000273130	MBOAT7	0	0	0	0	0	0	0	0	0	0
ENSG00000272739	TSEN34	0	0	0	0	0	0	0	0	0	0
ENSG00000273304	CTD-3093M3.1	0	0	0	0	0	0	0	0	0	0
ENSG00000272850	AC012314.20	0	0	0	0	0	0	0	0	0	0
ENSG00000272943	RPS9	0	0	0	0	0	0	0	0	0	0
ENSG00000272738	AC012314.19	0	0	0	0	0	0	0	0	0	0
ENSG00000263233	KIR2DS2	0	0	0	0	0	0	0	0	0	0
ENSG00000262161	KIR2DS4	0	0	0	0	0	0	0	0	0	0
ENSG00000262680	NCR1	0	0	0	0	0	0	0	0	0	0
ENSG00000262690	NLRP7	0	0	0	0	0	0	0	0	0	0
ENSG00000267572	CTC-550B14.8	0	0	0	0	0	0	0	0	0	0
ENSG00000262329	NLRP2	0	0	0	0	0	0	0	0	0	0
ENSG00000262416	CTC-550B14.1	0	0	0	0	0	0	0	0	0	0
ENSG00000267622	CTC-550B14.7	0	0	0	0	0	0	0	0	0	0
ENSG00000261961	GP6	0	0	0	0	0	0	0	0	0	0
ENSG00000267739	CTC-550B14.6	0	0	0	0	0	0	0	0	0	0
ENSG00000262348	RDH13	0	0	0	0	0	0	0	0	0	0
ENSG00000262287	EPS8L1	0	0	0	0	0	0	0	0	0	0
ENSG00000272640	AC012314.4	0	0	0	0	0	0	0	0	0	0
ENSG00000273414	VSTM1	0	0	0	0	0	0	0	0	0	0
ENSG00000273103	TARM1	0	0	0	0	0	0	0	0	0	0
ENSG00000273222	OSCAR	0	0	0	0	0	0	0	0	0	0
ENSG00000273178	NDUFA3	0	0	0	0	0	0	0	0	0	0
ENSG00000273458	TFPT	0	0	0	0	0	0	0	0	0	0
ENSG00000272932	PRPF31	0	0	0	0	0	0	0	0	0	0
ENSG00000272648	AC012314.8	0	0	0	0	0	0	0	0	0	0
ENSG00000273223	CNOT3	0	0	0	0	0	0	0	0	0	0
ENSG00000273128	LENG1	0	0	0	0	0	0	0	0	0	0
ENSG00000272723	TMC4	0	0	0	0	0	0	0	0	0	0
ENSG00000273057	MBOAT7	0	0	0	0	0	0	0	0	0	0
ENSG00000273490	TSEN34	0	0	0	0	0	0	0	0	0	0
ENSG00000272893	CTD-3093M3.1	0	0	0	0	0	0	0	0	0	0
ENSG00000273386	AC012314.20	0	0	0	0	0	0	0	0	0	0
ENSG00000273385	RPS9	0	0	0	0	0	0	0	0	0	0
ENSG00000273016	AC012314.19	0	0	0	0	0	0	0	0	0	0
ENSG00000262439	KIR3DL3	0	0	0	0	0	0	0	0	0	0
ENSG00000262923	NCR1	0	0	0	0	0	0	0	0	0	0
ENSG00000263168	NLRP7	0	0	0	0	0	0	0	0	0	0
ENSG00000267050	CTC-550B14.8	0	0	0	0	0	0	0	0	0	0
ENSG00000262175	NLRP2	0	0	0	0	0	0	0	0	0	0
ENSG00000262436	CTC-550B14.1	0	0	0	0	0	0	0	0	0	0
ENSG00000267514	CTC-550B14.7	0	0	0	0	0	0	0	0	0	0
ENSG00000262867	GP6	0	0	0	0	0	0	0	0	0	0
ENSG00000267608	CTC-550B14.6	0	0	0	0	0	0	0	0	0	0
ENSG00000262110	RDH13	0	0	0	0	0	0	0	0	0	0
ENSG00000262835	EPS8L1	0	0	0	0	0	0	0	0	0	0
ENSG00000273460	VSTM1	0	0	0	0	0	0	0	0	0	0
ENSG00000273358	TARM1	0	0	0	0	0	0	0	0	0	0
ENSG00000273268	OSCAR	0	0	0	0	0	0	0	0	0	0
ENSG00000273095	NDUFA3	0	0	0	0	0	0	0	0	0	0
ENSG00000272680	TFPT	0	0	0	0	0	0	0	0	0	0
ENSG00000272964	PRPF31	0	0	0	0	0	0	0	0	0	0
ENSG00000272608	AC012314.8	0	0	0	0	0	0	0	0	0	0
ENSG00000273459	CNOT3	0	0	0	0	0	0	0	0	0	0
ENSG00000272726	LENG1	0	0	0	0	0	0	0	0	0	0
ENSG00000272621	TMC4	0	0	0	0	0	0	0	0	0	0
ENSG00000273446	MBOAT7	0	0	0	0	0	0	0	0	0	0
ENSG00000272705	TSEN34	0	0	0	0	0	0	0	0	0	0
ENSG00000273282	CTD-3093M3.1	0	0	0	0	0	0	0	0	0	0
ENSG00000273163	AC012314.20	0	0	0	0	0	0	0	0	0	0
ENSG00000273467	RPS9	0	0	0	0	0	0	0	0	0	0
ENSG00000272577	AC012314.19	0	0	0	0	0	0	0	0	0	0
ENSG00000262007	KIR3DL2	0	0	0	0	0	0	0	0	0	0
ENSG00000261865	U6	0	0	0	0	0	0	0	0	0	0
ENSG00000262661	NCR1	0	0	0	0	0	0	0	0	0	0
ENSG00000262457	NLRP7	0	0	0	0	0	0	0	0	0	0
ENSG00000267126	CTC-550B14.8	0	0	0	0	0	0	0	0	0	0
ENSG00000262811	NLRP2	0	0	0	0	0	0	0	0	0	0
ENSG00000262382	CTC-550B14.1	0	0	0	0	0	0	0	0	0	0
ENSG00000267468	CTC-550B14.7	0	0	0	0	0	0	0	0	0	0
ENSG00000262131	GP6	0	0	0	0	0	0	0	0	0	0
ENSG00000267362	CTC-550B14.6	0	0	0	0	0	0	0	0	0	0
ENSG00000262163	RDH13	0	0	0	0	0	0	0	0	0	0
ENSG00000262467	EPS8L1	0	0	0	0	0	0	0	0	0	0
ENSG00000273236	AC012314.5	0	0	0	0	0	0	0	0	0	0
ENSG00000272898	VSTM1	0	0	0	0	0	0	0	0	0	0
ENSG00000272875	TARM1	0	0	0	0	0	0	0	0	0	0
ENSG00000272891	OSCAR	0	0	0	0	0	0	0	0	0	0
ENSG00000273427	NDUFA3	0	0	0	0	0	0	0	0	0	0
ENSG00000273417	TFPT	0	0	0	0	0	0	0	0	0	0
ENSG00000273060	PRPF31	0	0	0	0	0	0	0	0	0	0
ENSG00000272928	AC012314.8	0	0	0	0	0	0	0	0	0	0
ENSG00000273159	CNOT3	0	0	0	0	0	0	0	0	0	0
ENSG00000273315	LENG1	0	0	0	0	0	0	0	0	0	0
ENSG00000272946	TMC4	0	0	0	0	0	0	0	0	0	0
ENSG00000273470	MBOAT7	0	0	0	0	0	0	0	0	0	0
ENSG00000272561	TSEN34	0	0	0	0	0	0	0	0	0	0
ENSG00000272683	CTD-3093M3.1	0	0	0	0	0	0	0	0	0	0
ENSG00000272581	AC012314.20	0	0	0	0	0	0	0	0	0	0
ENSG00000272643	RPS9	0	0	0	0	0	0	0	0	0	0
ENSG00000273354	AC012314.19	0	0	0	0	0	0	0	0	0	0
ENSG00000262289	KIR3DL3	0	0	0	0	0	0	0	0	0	0
ENSG00000262463	KIR2DP1	0	0	0	0	0	0	0	0	0	0
ENSG00000261930	KIR3DL2	0	0	0	0	0	0	0	0	0	0
ENSG00000263106	U6	0	0	0	0	0	0	0	0	0	0
ENSG00000262832	NCR1	0	0	0	0	0	0	0	0	0	0
ENSG00000263068	NLRP7	0	0	0	0	0	0	0	0	0	0
ENSG00000267351	CTC-550B14.8	0	0	0	0	0	0	0	0	0	0
ENSG00000262929	NLRP2	0	0	0	0	0	0	0	0	0	0
ENSG00000262386	CTC-550B14.1	0	0	0	0	0	0	0	0	0	0
ENSG00000267367	CTC-550B14.7	0	0	0	0	0	0	0	0	0	0
ENSG00000263239	GP6	0	0	0	0	0	0	0	0	0	0
ENSG00000267357	CTC-550B14.6	0	0	0	0	0	0	0	0	0	0
ENSG00000262207	RDH13	0	0	0	0	0	0	0	0	0	0
ENSG00000262225	EPS8L1	0	0	0	0	0	0	0	0	0	0
ENSG00000272598	VSTM1	0	0	0	0	0	0	0	0	0	0
ENSG00000272749	TARM1	0	0	0	0	0	0	0	0	0	0
ENSG00000273380	OSCAR	0	0	0	0	0	0	0	0	0	0
ENSG00000273126	NDUFA3	0	0	0	0	0	0	0	0	0	0
ENSG00000272722	TFPT	0	0	0	0	0	0	0	0	0	0
ENSG00000273109	PRPF31	0	0	0	0	0	0	0	0	0	0
ENSG00000272771	AC012314.8	0	0	0	0	0	0	0	0	0	0
ENSG00000262369	CNOT3	0	0	0	0	0	0	0	0	0	0
ENSG00000262168	LENG1	0	0	0	0	0	0	0	0	0	0
ENSG00000269159	CU151838.2	0	0	0	0	0	0	0	0	0	0
ENSG00000262053	MBOAT7	0	0	0	0	0	0	0	0	0	0
ENSG00000262868	TSEN34	0	0	0	0	0	0	0	0	0	0
ENSG00000263174	AC012314.20	0	0	0	0	0	0	0	0	0	0
ENSG00000263332	RPS9	0	0	0	0	0	0	0	0	0	0
ENSG00000263202	AC012314.19	0	0	0	0	0	0	0	0	0	0
ENSG00000262087	LILRB3	0	0	0	0	0	0	0	0	0	0
ENSG00000262320	LILRA6	0	0	0	0	0	0	0	0	0	0
ENSG00000268989	CTB-83J4.1	0	0	0	0	0	0	0	0	0	0
ENSG00000261950	AC010492.2	0	0	0	0	0	0	0	0	0	0
ENSG00000263224	AC010492.4	0	0	0	0	0	0	0	0	0	0
ENSG00000268037	CU151838.1	0	0	0	0	0	0	0	0	0	0
ENSG00000262247	U6	0	0	0	0	0	0	0	0	0	0
ENSG00000262849	AC098789.1	0	0	0	0	0	0	0	0	0	0
ENSG00000262219	AC010492.5	0	0	0	0	0	0	0	0	0	0
ENSG00000267923	LAIR1	0	0	0	0	0	0	0	0	0	0
ENSG00000262105	AC008746.10	0	0	0	0	0	0	0	0	0	0
ENSG00000262236	TTYH1	0	0	0	0	0	0	0	0	0	0
ENSG00000262614	AC008746.3	0	0	0	0	0	0	0	0	0	0
ENSG00000268479	CTD-2587H19.2	0	0	0	0	0	0	0	0	0	0
ENSG00000268577	CTD-2587H19.3	0	0	0	0	0	0	0	0	0	0
ENSG00000269768	AC008746.12	0	0	0	0	0	0	0	0	0	0
ENSG00000262451	LENG8-AS1	0	0	0	0	0	0	0	0	0	0
ENSG00000263003	AC008746.5	0	0	0	0	0	0	0	0	0	0
ENSG00000262602	LENG8	0	0	0	0	0	0	0	0	0	0
ENSG00000261906	LENG9	0	0	0	0	0	0	0	0	0	0
ENSG00000261931	CDC42EP5	0	0	0	0	0	0	0	0	0	0
ENSG00000262216	LAIR2	0	0	0	0	0	0	0	0	0	0
ENSG00000263262	AC008746.9	0	0	0	0	0	0	0	0	0	0
ENSG00000268064	KIR3DX1	0	0	0	0	0	0	0	0	0	0
ENSG00000262586	AC009892.2	0	0	0	0	0	0	0	0	0	0
ENSG00000262754	LILRA2	0	0	0	0	0	0	0	0	0	0
ENSG00000262985	LILRB1	0	0	0	0	0	0	0	0	0	0
ENSG00000268506	CTB-83J4.2	0	0	0	0	0	0	0	0	0	0
ENSG00000262462	LILRA1	0	0	0	0	0	0	0	0	0	0
ENSG00000263149	AC009892.5	0	0	0	0	0	0	0	0	0	0
ENSG00000265384	CU024913.1	0	0	0	0	0	0	0	0	0	0
ENSG00000262143	AC009892.10	0	0	0	0	0	0	0	0	0	0
ENSG00000263061	LILRB4	0	0	0	0	0	0	0	0	0	0
ENSG00000262220	VN1R105P	0	0	0	0	0	0	0	0	0	0
ENSG00000263025	AC009892.9	0	0	0	0	0	0	0	0	0	0
ENSG00000262854	AC011515.2	0	0	0	0	0	0	0	0	0	0
ENSG00000263221	LILRP1	0	0	0	0	0	0	0	0	0	0
ENSG00000262437	AC098784.1	0	0	0	0	0	0	0	0	0	0
ENSG00000264786	CU041368.1	0	0	0	0	0	0	0	0	0	0
ENSG00000263066	LILRP2	0	0	0	0	0	0	0	0	0	0
ENSG00000261860	KIR3DL1	0	0	0	0	0	0	0	0	0	0
ENSG00000262763	KIR3DL3	0	0	0	0	0	0	0	0	0	0
ENSG00000262638	CTB-61M7.1	0	0	0	0	0	0	0	0	0	0
ENSG00000263027	KIR2DL3	0	0	0	0	0	0	0	0	0	0
ENSG00000263260	KIR2DP1	0	0	0	0	0	0	0	0	0	0
ENSG00000262556	KIR2DL1	0	0	0	0	0	0	0	0	0	0
ENSG00000264945	KIR3DP1	0	0	0	0	0	0	0	0	0	0
ENSG00000267854	KIR2DL4	0	0	0	0	0	0	0	0	0	0
ENSG00000263184	KIR3DL2	0	0	0	0	0	0	0	0	0	0
ENSG00000262125	U6	0	0	0	0	0	0	0	0	0	0
ENSG00000262827	FCAR	0	0	0	0	0	0	0	0	0	0
ENSG00000267925	CTB-61M7.2	0	0	0	0	0	0	0	0	0	0
ENSG00000262717	NCR1	0	0	0	0	0	0	0	0	0	0
ENSG00000269459	CU151839.1	0	0	0	0	0	0	0	0	0	0
ENSG00000266982	CTC-550B14.8	0	0	0	0	0	0	0	0	0	0
ENSG00000263173	CTC-550B14.1	0	0	0	0	0	0	0	0	0	0
ENSG00000267525	CTC-550B14.7	0	0	0	0	0	0	0	0	0	0
ENSG00000262797	GP6	0	0	0	0	0	0	0	0	0	0
ENSG00000267540	CTC-550B14.6	0	0	0	0	0	0	0	0	0	0
ENSG00000263258	RDH13	0	0	0	0	0	0	0	0	0	0
ENSG00000262878	EPS8L1	0	0	0	0	0	0	0	0	0	0
ENSG00000273349	VSTM1	0	0	0	0	0	0	0	0	0	0
ENSG00000272838	TARM1	0	0	0	0	0	0	0	0	0	0
ENSG00000273074	OSCAR	0	0	0	0	0	0	0	0	0	0
ENSG00000273426	NDUFA3	0	0	0	0	0	0	0	0	0	0
ENSG00000273037	TFPT	0	0	0	0	0	0	0	0	0	0
ENSG00000273224	PRPF31	0	0	0	0	0	0	0	0	0	0
ENSG00000272596	AC012314.8	0	0	0	0	0	0	0	0	0	0
ENSG00000273273	CNOT3	0	0	0	0	0	0	0	0	0	0
ENSG00000272996	LENG1	0	0	0	0	0	0	0	0	0	0
ENSG00000273099	TMC4	0	0	0	0	0	0	0	0	0	0
ENSG00000272809	MBOAT7	0	0	0	0	0	0	0	0	0	0
ENSG00000273235	TSEN34	0	0	0	0	0	0	0	0	0	0
ENSG00000273411	CTD-3093M3.1	0	0	0	0	0	0	0	0	0	0
ENSG00000272926	AC012314.20	0	0	0	0	0	0	0	0	0	0
ENSG00000272614	RPS9	0	0	0	0	0	0	0	0	0	0
